"ambientes";"property.surface_covered";"property.price";"property.surface_total";"year";"gimnasio";"cochera";"pileta";"precioM2";"precioM2Vecino";"X";"Y"
1;40;66000;49;2019;0;0;0;1650;1311.11111111111;2244570.99276723;6500143.94274698
2;105;150000;105;2019;0;1;0;1428.57142857143;863.461538461538;2245906.9481298;6494563.12772015
3;166;110000;350;2019;0;1;0;662.650602409639;722.222222222222;2246087.79094526;6496503.63318419
1;57;28000;57;2019;1;1;1;491.228070175439;1333.33333333333;2238343.60706842;6500947.10311738
4;257;136000;550;2019;0;1;0;529.182879377432;1752.00228832952;2233533.05188321;6510191.64741072
3;220;2e+05;220;2019;0;1;0;909.090909090909;1170.21276595745;2240237.26896192;6501814.11724789
1;55;67000;55;2019;0;0;1;1218.18181818182;1500;2246660.93306435;6498592.90034612
3;160;180000;489;2019;0;0;0;1125;846.805736636245;2242491.42497864;6496252.95734228
2;15;130000;75;2019;0;0;0;8666.66666666667;1850;2244439.09461677;6497430.46563217
2;100;210000;100;2019;0;0;0;2100;1761.90476190476;2243964.45074268;6497442.07494479
2;108;75000;350;2019;0;0;0;694.444444444444;853.705118411001;2239783.39662015;6497701.29711372
1;43;85000;43;2019;0;0;1;1976.74418604651;1702.12765957447;2245460.61771928;6498113.99560968
2;105;220000;115;2019;1;1;0;2095.2380952381;1715.90909090909;2245476.06635157;6499060.23035447
2;114;110000;114;2019;0;1;0;964.912280701754;781.25;2245891.96891561;6495442.97784781
3;112;85000;112;2019;0;1;1;758.928571428571;1684.21052631579;2241135.44516278;6493494.99549108
2;60;70000;60;2019;0;0;1;1166.66666666667;1300;2244314.55372633;6500398.91632638
3;310;430000;310;2019;0;1;0;1387.09677419355;1280;2245924.45640439;6490791.01712308
3;125;143000;250;2019;0;1;0;1144;1057.80132450331;2242328.44320283;6504300.42817346
3;160;105000;256;2019;0;1;0;656.25;1089.43089430894;2241067.57140918;6503415.8254447
1;50;80000;50;2019;0;1;1;1600;1218.75;2244856.90859992;6500658.29941271
2;60;135000;72;2019;0;0;0;2250;1900;2243966.92856079;6497039.18834017
2;173;75000;191;2019;0;1;0;433.526011560694;750;2245204.93354083;6501511.36160408
3;120;160000;302;2019;0;0;0;1333.33333333333;863.461538461538;2245906.93223583;6494563.17363185
1;150;185000;150;2019;0;1;0;1233.33333333333;975;2236605.8851335;6506826.43129607
1;38;49000;45;2019;0;0;0;1289.47368421053;1295.87542087542;2243974.73801988;6500119.65332038
2;64;140000;64;2019;0;0;0;2187.5;1605.65476190476;2245228.92473441;6499048.02988021
3;115;105000;115;2019;0;1;0;913.04347826087;950.767740011926;2241295.34406474;6501070.73243839
2;80;80000;214;2019;0;0;0;1000;826.822916666667;2242976.9701241;6493842.68349654
3;80;62000;100;2019;0;0;0;775;812.5;2240590.25691886;6496603.8465231
2;65;98000;65;2019;0;0;0;1507.69230769231;1375;2243877.34569588;6498899.84445945
2;95;115000;202;2019;0;0;0;1210.52631578947;940.362811791383;2238366.29077128;6506794.71051204
1;40;58000;80;2019;0;1;0;1450;1078.57142857143;2243088.16056546;6494870.03856731
2;65;85000;65;2019;0;0;0;1307.69230769231;1875;2244342.73108498;6497148.19476987
1;40;35000;40;2019;0;0;0;875;1106.2030075188;2242060.40314392;6499611.41577334
2;66;20000;66;2019;0;0;1;303.030303030303;972.972972972973;2243106.34683584;6493638.15100344
4;170;170000;170;2019;0;1;1;1000;784.923547400612;2235610.67014625;6502328.817611
4;300;279000;1220;2019;0;1;1;930;930;2234652.46417212;6510188.37470752
1;45;105000;50;2019;0;0;1;2333.33333333333;1888.88888888889;2243764.67441257;6497031.16723345
1;70;120000;100;2019;1;1;1;1714.28571428571;1636.36363636364;2245358.30242074;6498926.50320665
5;600;980000;600;2019;0;1;1;1633.33333333333;1425.59523809524;2244791.83390444;6493504.59095147
3;200;89000;800;2019;0;1;0;445;904.318181818182;2235383.02423157;6510134.70042425
1;47;91800;55;2019;0;1;0;1953.1914893617;1707.81300813008;2245395.51105855;6498266.65768963
2;160;140000;160;2019;0;1;0;875;828.571428571429;2247402.78364342;6499092.60987599
3;94;45000;240;2019;0;1;0;478.723404255319;8173.07692307692;2250705.57851996;6496454.36752167
3;72;120000;72;2019;0;1;0;1666.66666666667;928.653719552337;2240031.47539461;6499927.90571306
3;180;140000;400;2019;0;1;0;777.777777777778;777.777777777778;2245436.08456816;6502380.52351283
1;40;55000;80;2019;0;0;0;1375;1155.55555555556;2245838.6624034;6499911.23457668
3;152;105000;254;2019;0;1;0;690.789473684211;700;2239836.14747578;6497090.11808765
3;95;135000;106;2019;0;1;0;1421.05263157895;1053.72807017544;2240395.3456775;6500283.06294848
2;150;33000;300;2019;0;1;0;220;1000;2239049.58833373;6491423.90998761
2;497;250000;900;2019;0;0;0;503.018108651911;441.428571428571;2245697.12943752;6507324.8314254
2;100;139000;180;2019;0;1;1;1390;811.875;2233043.34570869;6494114.99155669
2;152;128000;152;2019;0;1;1;842.105263157895;526.315789473684;2249057.25748576;6497325.42859218
1;120;170000;150;2019;0;1;0;1416.66666666667;1200;2242294.69585078;6498393.1027835
3;212;340000;212;2019;0;1;1;1603.77358490566;1337.20930232558;2243189.96356375;6492844.58224601
3;300;380000;300;2019;0;1;1;1266.66666666667;1461.53846153846;2239069.15490696;6493620.92053295
3;480;490000;480;2019;0;1;1;1020.83333333333;1000;2237589.48019122;6507137.52414471
1;41;90000;64;2019;0;0;1;2195.12195121951;1633.66336633663;2245173.91659749;6498054.80699667
3;246;650000;365;2019;1;1;1;2642.27642276423;1900;2244267.09948263;6497017.67042105
2;60;130000;110;2019;0;0;0;2166.66666666667;1830.98591549296;2244467.28003745;6497587.40902134
3;110;150000;110;2019;0;1;1;1363.63636363636;1731.42857142857;2236885.67875418;6501300.94518209
1;160;140000;216;2019;0;0;0;875;964.529320987654;2242695.7249743;6502026.87340063
1;50;80000;50;2019;0;0;0;1600;1862.83582089552;2244151.68229228;6497372.8289215
2;81;95000;81;2019;0;1;0;1172.83950617284;1375;2243675.81724429;6498737.02678115
3;120;145000;1750;2019;0;0;0;1208.33333333333;961.538461538462;2244697.19495109;6489372.56096147
3;200;280000;600;2019;0;1;0;1400;1303.0303030303;2235194.67991867;6504051.45989342
2;200;180000;215;2019;0;0;0;900;1000;2241759.15790261;6497947.82735034
1;47;55000;47;2019;0;0;0;1170.21276595745;1314.28571428571;2244761.9477869;6500074.15650639
1;45;79000;52;2019;0;0;0;1755.55555555556;1875;2243899.62204941;6497224.59719761
2;150;40990;513;2019;0;1;0;273.266666666667;357.142857142857;2238329.356868;6509358.60762697
2;93;59900;188;2019;0;1;0;644.086021505376;650.684931506849;2246927.15943618;6495018.72775462
1;70;77000;70;2019;0;0;0;1100;1479.13043478261;2242967.78704816;6498575.73852042
1;120;175000;120;2019;0;1;0;1458.33333333333;1240;2238613.69888811;6494668.78486234
3;180;95000;350;2019;0;1;0;527.777777777778;781.25;2246016.90182444;6495855.63413337
2;72;103000;94;2019;1;1;1;1430.55555555556;1111.11111111111;2240430.2852684;6500297.09510688
3;121;140000;300;2019;0;1;1;1157.02479338843;863.157894736842;2241658.81971854;6496862.6483989
1;54;52000;54;2019;0;0;0;962.962962962963;1333.33333333333;2243148.60658212;6499214.58943246
1;40;85000;52;2019;0;1;1;2125;1272.72727272727;2245916.91205961;6493589.25835431
2;98;45000;250;2019;0;1;0;459.183673469388;829.268292682927;2249781.04570945;6495798.03371138
2;73;90000;73;2019;0;0;1;1232.87671232877;1296.2962962963;2244377.41464778;6500241.71784141
2;284;198990;400;2019;0;1;0;700.669014084507;1294.78609625668;2242322.42640201;6498250.36862973
1;50;74999;60;2019;0;0;0;1499.98;1888.88888888889;2243820.32496503;6496951.1891054
1;31;78500;31;2019;0;0;0;2532.25806451613;1866.66666666667;2244956.1895382;6497293.52969083
3;159;41900;250;2019;0;1;0;263.522012578616;633.333333333333;2245171.12639475;6503479.00450347
2;70;50000;69;2019;0;0;0;714.285714285714;1233.33333333333;2244645.05393356;6499173.32826113
1;41;76999;41;2019;1;1;1;1878.0243902439;1720;2236948.00829723;6501304.14256057
1;29;31000;29;2019;0;0;0;1068.96551724138;1250;2242549.51928913;6499211.96099935
1;44;49500;44;2019;0;0;0;1125;1720;2236947.99234807;6501304.188449
1;43;45000;43;2019;0;0;0;1046.51162790698;1137.25490196078;2241273.70092841;6499231.98457889
2;58;68000;58;2019;0;0;0;1172.41379310345;1102.63157894737;2242044.27026223;6499555.32250256
3;762;1200000;762;2019;0;1;1;1574.8031496063;1439.39393939394;2233668.25363988;6506129.08897157
6;290;145000;250;2019;0;1;0;500;1017.69911504425;2239460.44617494;6506807.62469205
2;140;35999;210;2019;0;1;0;257.135714285714;442.631281761717;2250725.86990887;6495334.40104564
3;350;335000;750;2019;0;1;1;957.142857142857;1000;2237452.8405697;6507502.18000146
1;212;360000;212;2019;0;1;1;1698.11320754717;1285.37735849057;2238701.37080321;6503976.76857787
2;70;108000;81;2019;0;1;1;1542.85714285714;1091.66666666667;2245908.28369342;6497060.47089035
2;45;58000;45;2019;0;0;0;1288.88888888889;1000;2241664.50311303;6497962.12566063
2;78;59999;78;2019;0;0;0;769.217948717949;795.454545454545;2241963.77484541;6500251.90228417
2;71;69999;71;2019;0;1;0;985.901408450704;1208.33333333333;2242536.24113931;6499325.83082897
1;46;86900;46;2019;0;0;0;1889.13043478261;1666.66666666667;2243912.48714414;6497674.64552089
1;42;98000;42;2019;0;0;0;2333.33333333333;1902.56033920417;2244081.43959559;6496905.22880468
1;45;110000;55;2019;0;1;1;2444.44444444444;1790.6976744186;2243336.20920323;6496777.30045259
1;56;85000;56;2019;0;0;1;1517.85714285714;1308.88888888889;2244376.59008204;6501100.98346358
1;45;40000;45;2019;0;0;0;888.888888888889;1731.42857142857;2236885.65404204;6501301.00288044
3;300;330000;600;2019;0;1;1;1100;1142.85357142857;2232716.16165746;6496555.19000265
2;65;89000;65;2019;0;1;0;1369.23076923077;1258.57142857143;2243922.2723317;6500014.45086738
1;79;110000;90;2019;0;1;0;1392.40506329114;1186.11111111111;2238240.20517519;6503593.47853545
3;205;109900;380;2019;0;1;0;536.09756097561;523.809523809524;2248494.6277791;6500953.05068703
1;40;67000;55;2019;0;0;0;1675;1888.88888888889;2244101.6233422;6497287.68125673
3;163;194000;190;2019;0;0;0;1190.18404907975;1146.42857142857;2236717.17925366;6502959.89350151
3;280;3e+05;1500;2019;0;1;1;1071.42857142857;1000;2244295.96149743;6489411.37648868
2;90;99500;90;2019;0;0;0;1105.55555555556;1120;2237533.82839733;6490706.93436831
1;250;470000;285;2019;0;0;1;1880;1418.38235294118;2233172.24752528;6506851.2885014
3;210;250000;400;2019;0;1;0;1190.47619047619;1242.64705882353;2235050.91752834;6506119.39090829
3;187;125000;427;2019;0;1;1;668.449197860963;1589.47368421053;2238830.81307285;6505186.68372569
1;37;39999;528;2019;0;0;0;1081.05405405405;1772.51344086022;2244877.17925861;6497755.45187355
1;42;43000;42;2019;0;0;0;1023.80952380952;897.25019872814;2242208.96519337;6497075.76358589
1;45;119000;50;2019;1;1;1;2644.44444444444;1790.6976744186;2245594.43445366;6499086.61255108
3;142;118000;142;2019;0;0;0;830.985915492958;1083.33333333333;2242876.74845117;6491641.57271388
2;99;240000;132;2019;0;1;1;2424.24242424242;2713.83255919338;2244557.6420834;6492460.11154263
2;89;99000;89;2019;0;0;0;1112.3595505618;1560;2243771.8525949;6497883.69710924
1;50;63000;50;2019;0;0;0;1260;1288.96761133603;2244214.75737564;6500318.86919568
3;112;310000;112;2019;0;0;0;2767.85714285714;1900;2243867.04170773;6496753.21849549
1;56;82000;56;2019;0;0;1;1464.28571428571;1846.98996655518;2243502.68351014;6496899.0371555
1;115;115000;115;2019;0;1;0;1000;928.571428571429;2241796.91854869;6493600.35213851
3;114;140000;376;2019;0;1;0;1228.0701754386;1182.04854627901;2236377.39746784;6502674.18758419
2;140;59999;300;2019;0;1;0;428.564285714286;643.230769230769;2234237.36095484;6508525.70164195
3;270;310000;345;2019;0;0;0;1148.14814814815;1285.71428571429;2244173.14934631;6498457.90139491
1;45;50000;48;2019;0;1;1;1111.11111111111;1333.33333333333;2238560.58150162;6500890.8671186
2;71;180000;106;2019;0;1;1;2535.21126760563;1790.6976744186;2243336.20920323;6496777.30045259
1;55;85000;55;2019;0;0;1;1545.45454545455;1854.83870967742;2243911.61013902;6497349.01158828
2;267;72000;267;2019;0;1;0;269.662921348315;919.540229885057;2235845.03863207;6507777.56058536
1;48;74000;48;2019;1;1;1;1541.66666666667;1400;2239579.69780183;6501032.71257639
1;48;75000;56;2019;0;1;1;1562.5;1295.45454545455;2244415.07127248;6500271.99624575
3;368;8e+05;368;2019;0;1;1;2173.91304347826;982.456140350877;2240017.36826527;6503069.31582549
2;68;39000;145;2019;0;0;0;573.529411764706;1125;2243290.08003333;6500570.01547621
4;221;265000;248;2019;0;1;0;1199.09502262443;1081.08108108108;2238942.63602455;6502178.10228826
3;280;350000;280;2019;0;0;0;1250;1267.82608695652;2243639.77998956;6489549.64942825
2;100;80000;250;2019;0;1;0;800;566.666666666667;2250135.42657108;6500870.41048868
3;80;53000;300;2019;0;1;1;662.5;750;2246936.72862843;6504967.00580272
3;160;220000;160;2019;0;1;0;1375;1375;2237862.19977018;6504224.05501324
2;65;110000;65;2019;0;1;1;1692.30769230769;1333.33333333333;2238565.24946977;6500936.40847264
1;40;60000;45;2019;0;0;0;1500;1825;2243555.8732325;6497425.67089868
2;55;35000;55;2019;0;0;0;636.363636363636;600;2242976.09327017;6494223.75998563
3;403;650000;403;2019;0;1;1;1612.90322580645;1437.12574850299;2245216.45707527;6491596.19456534
1;42;50000;53;2019;0;0;0;1190.47619047619;933.035714285714;2244658.62520144;6502029.47204927
1;40;65000;45;2019;0;0;0;1625;1495;2242978.40753495;6498392.87254613
2;170;175000;180;2019;0;1;0;1029.41176470588;1013.70803436974;2240570.33207801;6503695.03656347
1;45;78000;45;2019;1;0;1;1733.33333333333;1225;2244645.01812367;6499173.3644003
1;45;42999;45;2019;0;0;0;955.533333333333;1448.04193647857;2242869.74601943;6497400.79227575
3;155;88000;155;2019;0;0;0;567.741935483871;645.161290322581;2243286.73562686;6503183.22813822
1;40;68000;43;2019;0;0;0;1700;1734.59119496855;2245398.78525992;6498345.25401565
3;130;130000;243;2019;0;1;1;1000;988.372093023256;2234811.3088409;6507060.57437352
2;115;125000;195;2019;0;1;0;1086.95652173913;952.380952380952;2244723.07812616;6501863.03823166
3;111;130000;111;2019;0;1;1;1171.17117117117;825;2243575.66166433;6495180.74071117
1;45;53000;45;2019;0;0;0;1177.77777777778;1130.95238095238;2241301.13992973;6499841.33451486
1;55;103000;60;2019;0;0;0;1872.72727272727;1866.16915422886;2244525.42189839;6497317.17616843
1;40;55000;40;2019;0;0;0;1375;1240.47619047619;2246019.27281015;6499429.88647905
1;40;68000;40;2019;0;0;0;1700;1695.65217391304;2245935.79923395;6498556.2222034
2;85;98000;85;2019;0;0;0;1152.94117647059;1250;2244955.79957475;6500536.167991
3;160;190000;180;2019;0;1;0;1187.5;1166.66666666667;2240916.02927584;6505658.95044624
2;57;136456;62;2019;0;0;0;2393.9649122807;1850;2244801.11582056;6497498.83483665
2;65;70000;75;2019;0;0;0;1076.92307692308;1111.11111111111;2241833.34515164;6499676.23602606
2;49;42000;66;2019;0;0;0;857.142857142857;578.125;2239120.04138506;6496659.73404726
3;160;60000;160;2019;0;1;0;375;1014.49275362319;2246361.74040812;6497218.91990254
1;60;95900;60;2019;1;1;1;1598.33333333333;1603.77358490566;2238866.39218363;6494126.1061596
2;42;76000;44;2019;0;0;1;1809.52380952381;1702.12765957447;2245347.14396708;6498417.09041786
3;131;120000;175;2019;0;1;0;916.030534351145;698.51869839728;2247371.28275876;6496114.57015476
1;62;110000;76;2019;0;0;0;1774.1935483871;965.116279069767;2242248.66441774;6497717.37178203
1;40;37150;48;2019;0;0;0;928.75;925;2243005.62620899;6501642.64436162
3;155;190000;155;2019;0;0;0;1225.8064516129;1000;2242042.54116989;6498343.56033351
1;125;130000;180;2019;0;1;0;1040;1020;2232258.46474889;6494629.71464145
3;205;142000;462;2019;0;1;0;692.682926829268;1000;2239549.99997807;6505607.69034242
1;52;55000;52;2019;0;0;0;1057.69230769231;1353.55392156863;2244202.02495779;6500734.97609575
2;90;64999;397;2019;0;0;1;722.211111111111;765.087040618956;2239992.63472129;6498582.57049449
1;40;70000;55;2019;0;0;1;1750;1638.29787234043;2245388.53997348;6498899.57944236
3;400;5e+05;450;2019;0;0;1;1250;1437.12574850299;2245240.37706566;6491062.2046313
3;164;92000;300;2019;0;1;0;560.975609756098;7500;2252796.77609808;6492403.97970648
1;51;55999;51;2019;0;0;1;1098.01960784314;1700;2245578.25088723;6498758.86251688
3;90;98000;90;2019;0;0;0;1088.88888888889;1813.95348837209;2243450.50785253;6497148.67541938
1;45;76000;51;2019;0;0;0;1688.88888888889;1500;2242981.32961699;6497406.11637329
3;150;124999;339;2019;0;1;1;833.326666666667;606.818181818182;2247793.08735661;6496776.20964896
2;500;380000;600;2019;0;0;1;760;1000;2240758.26421704;6502374.85402479
2;69;22000;69;2019;0;0;0;318.840579710145;917.439772557235;2243180.17592845;6493800.70064018
3;410;420000;410;2019;0;1;1;1024.39024390244;1200;2236624.57216823;6493412.22091971
2;73;146000;82;2019;0;0;1;2000;1633.66336633663;2245173.91659749;6498054.80699667
1;310;250000;310;2019;0;1;1;806.451612903226;1004.01606425703;2235710.06239335;6507000.13879271
3;108;90000;108;2019;0;1;0;833.333333333333;1234.3137254902;2244305.53106123;6498731.20582201
2;58;65000;60;2019;0;0;0;1120.68965517241;1136.36363636364;2240763.02625031;6499451.8437685
2;67;75000;67;2019;0;1;1;1119.40298507463;1000;2240201.62513308;6503520.85293908
3;130;175000;130;2019;0;1;0;1346.15384615385;1461.53846153846;2239069.15490696;6493620.92053295
3;130;135000;130;2019;0;0;0;1038.46153846154;666.666666666667;2236106.56099192;6509316.29196633
1;65;115000;75;2019;0;0;0;1769.23076923077;1496.66666666667;2243336.39881747;6498081.54822043
1;40;53000;43;2019;0;0;0;1325;1543.16770186335;2242890.71500942;6498088.0840828
1;45;120000;50;2019;0;0;0;2666.66666666667;1842.10526315789;2244374.62718438;6497455.89370745
2;62;90000;70;2019;0;1;0;1451.61290322581;1496.25;2246621.36955155;6498468.32833518
2;196;147000;216;2019;0;1;0;750;724.465148378192;2246112.64931239;6495882.00257766
1;100;160000;110;2019;0;0;0;1600;1876.92307692308;2243726.42103043;6496847.7788533
2;240;225000;500;2019;0;1;1;937.5;1000;2240344.10276945;6504164.04511132
1;140;135000;160;2019;0;1;0;964.285714285714;744.186046511628;2246377.6654244;6495982.82419151
2;140;73000;150;2019;0;1;0;521.428571428571;756.764705882353;2246849.30462101;6500171.65089422
2;150;85000;130;2019;0;0;0;566.666666666667;884.615384615385;2244146.77090158;6501885.43343223
2;70;86999;80;2019;0;0;0;1242.84285714286;1267.12328767123;2244269.64855455;6499061.81332688
2;92;120000;126;2019;0;0;0;1304.34782608696;1850;2244568.6627796;6497383.58292748
3;211;75000;211;2019;0;1;0;355.450236966825;446.114130434783;2238911.17168341;6491882.65220614
3;199;220000;199;2019;0;1;0;1105.52763819095;1330.76923076923;2235243.22352424;6504871.02205253
2;62;85000;68;2019;0;0;0;1370.96774193548;1208.33333333333;2243050.07744371;6499552.33037606
1;148;90000;320;2019;0;1;0;608.108108108108;1180;2241726.67520296;6491557.45633975
2;67;80000;67;2019;0;1;1;1194.02985074627;1571.42857142857;2246377.44869733;6498457.44086193
3;195;102500;500;2019;0;1;0;525.641025641026;875;2238551.95583768;6507080.95878722
1;40;42000;40;2019;0;0;0;1050;1242.42424242424;2244230.77790452;6498757.88709333
1;46;72000;52;2019;0;1;1;1565.21739130435;1071.42857142857;2243153.58703757;6494888.54811315
3;140;169000;180;2019;0;1;1;1207.14285714286;1166.66666666667;2241562.60782808;6505274.72245386
2;160;62000;250;2019;0;0;0;387.5;540.064102564103;2239682.63350562;6495971.52079579
6;220;160000;394;2019;0;1;1;727.272727272727;1590.89772727273;2246280.31890423;6498625.96550726
3;167;79999;464;2019;0;1;1;479.035928143713;833.333333333333;2235687.01220611;6508196.59182667
2;50;28000;50;2019;0;0;0;560;527.564102564103;2238295.01149921;6496751.45604327
1;300;250000;300;2019;0;1;1;833.333333333333;1004.01606425703;2235855.19650129;6506252.9358702
2;100;94900;360;2019;0;0;0;949;930;2234652.46417212;6510188.37470752
2;250;250000;290;2019;0;1;0;1000;562.5;2239263.2058718;6496329.27576343
1;42;40000;50;2019;0;0;0;952.380952380952;902.777777777778;2242751.28543129;6501260.71596633
1;42;81000;48;2019;0;0;1;1928.57142857143;1562.5;2243057.53121569;6498174.86645619
2;62;50000;108;2019;0;1;0;806.451612903226;821.078431372549;2239814.10346645;6499537.75451157
3;241;198500;241;2019;0;1;1;823.651452282158;764.117647058824;2241166.16586403;6497803.34111137
3;180;250000;400;2019;0;1;0;1388.88888888889;1437.5;2242556.64604585;6498519.11167287
2;210;162000;220;2019;0;1;0;771.428571428571;837.004405286344;2241431.47293691;6501937.83968581
3;450;450000;450;2019;0;1;1;1000;1200;2236624.57216823;6493412.22091971
1;45;40500;45;2019;0;0;0;900;1146.66666666667;2241109.01862803;6500092.11250124
2;95;98000;420;2019;0;0;0;1031.57894736842;1000;2241037.22587893;6494091.78989009
2;80;92000;80;2019;0;0;0;1150;1666.66666666667;2246119.67851476;6498916.00302454
3;181;210000;181;2019;0;1;0;1160.22099447514;1285.71428571429;2247119.09367184;6493477.99561894
1;45;63000;55;2019;0;0;0;1400;1752.77777777778;2243235.09225856;6496705.51642017
2;87;120000;87;2019;0;0;0;1379.31034482759;1357.14285714286;2243889.18668719;6499211.51668408
2;110;1e+05;200;2019;0;0;0;909.090909090909;828.571428571429;2247402.96979496;6499092.58195313
2;69;22000;69;2019;0;0;0;318.840579710145;920.245398773006;2243191.96698081;6493832.04605434
1;35;32000;35;2019;0;0;0;914.285714285714;1125;2241531.82131096;6499636.39485337
2;72;150000;77;2019;0;0;0;2083.33333333333;1917.92424242424;2243982.93400679;6497004.01937824
3;188;170000;198;2019;0;1;0;904.255319148936;1050.95541401274;2239525.84061046;6502418.02461786
1;112;155000;250;2019;0;1;0;1383.92857142857;833.333333333333;2240463.09349413;6497699.73484289
4;247;250000;360;2019;0;1;1;1012.14574898785;1387.99283154122;2236870.11600503;6503599.11007836
1;80;160000;85;2019;1;0;1;2000;1800;2245575.93165101;6499113.60255095
2;150;1e+05;600;2019;0;0;0;666.666666666667;904.318181818182;2235351.42109681;6510057.49148301
2;122;76000;150;2019;0;1;0;622.950819672131;968.586387434555;2241851.52972528;6498347.98112587
1;44;45000;44;2019;0;0;0;1022.72727272727;1184.21052631579;2242347.66075548;6499533.45862167
1;42;48000;42;2019;0;0;0;1142.85714285714;1695.65217391304;2245978.41752058;6498792.0694497
1;38;34999;40;2019;0;0;0;921.026315789474;1233.90439347886;2242364.13488608;6499142.82103607
1;50;56000;50;2019;0;0;0;1120;1710.52631578947;2244932.17286224;6497845.19150009
1;45;43000;48;2019;0;1;1;955.555555555556;1333.33333333333;2238560.58150162;6500890.8671186
1;101;180000;101;2019;0;1;1;1782.17821782178;1684.21052631579;2240855.89774018;6493259.21097802
2;54;110000;54;2019;0;0;0;2037.03703703704;1888.88888888889;2244133.76636717;6497336.01101488
2;90;155000;100;2019;1;1;1;1722.22222222222;1436.88725490196;2243585.52163036;6493170.15896482
3;115;148000;127;2019;0;0;0;1286.95652173913;1142.85714285714;2240907.60020134;6499347.87601613
3;100;85000;220;2019;0;1;0;850;500;2238534.04378649;6495931.1891609
3;171;140000;230;2019;0;1;0;818.713450292398;1180;2245160.87392541;6501115.73814009
1;45;82000;45;2019;0;0;0;1822.22222222222;1754.71698113208;2244003.60738472;6497491.56213737
2;60;24000;60;2019;0;0;0;400;875;2243120.73612512;6493752.88981396
2;95;163000;120;2019;0;0;0;1715.78947368421;1910.25641025641;2243907.91964843;6496984.10461388
3;131;330000;204;2019;0;1;0;2519.08396946565;1888.88888888889;2243878.02353354;6497172.39943588
1;47;65000;50;2019;0;0;0;1382.97872340426;1853.00925925926;2243464.22852872;6496585.57298135
2;117;110000;140;2019;0;1;0;940.17094017094;1250;2243865.82185136;6500027.66757705
2;250;175000;220;2019;0;1;0;700;891.304347826087;2242182.66052656;6501710.13020828
3;110;74000;110;2019;0;1;0;672.727272727273;821.428571428571;2238187.52443089;6499893.44259353
2;80;140000;110;2019;0;0;0;1750;1750;2244157.55663493;6497573.0588752
2;140;150000;252;2019;0;1;0;1071.42857142857;1176.13676668795;2243337.33738914;6495048.11447544
3;188;30000;406;2019;0;1;0;159.574468085106;896.923076923077;2245300.04164014;6495194.22467654
3;220;2e+05;220;2019;0;1;0;909.090909090909;1170.21276595745;2240237.26896192;6501814.11724789
4;288;370000;678;2019;0;1;1;1284.72222222222;1022.61178861789;2237653.33479762;6506989.43230647
3;160;49000;160;2019;0;1;0;306.25;1014.49275362319;2246361.74040812;6497218.91990254
2;100;120000;120;2019;0;1;0;1200;862.5;2240989.73008844;6506759.84049687
3;500;980000;500;2019;1;1;1;1960;1437.12574850299;2245666.9490521;6491641.12874547
3;110;170000;110;2019;0;1;0;1545.45454545455;1893.93939393939;2244005.12041631;6497115.97432921
1;22;14000;40;2019;0;0;0;636.363636363636;1203.44827586207;2242563.92190751;6499456.81034672
1;45;57000;45;2019;0;0;1;1266.66666666667;1222.22222222222;2241634.53453862;6499096.93131681
2;180;250000;180;2019;0;1;0;1388.88888888889;1265.38461538462;2234386.73358892;6507377.83759391
2;96;41000;250;2019;0;0;0;427.083333333333;1518.32460732984;2240450.2121544;6492858.35612701
2;100;120000;120;2019;0;1;0;1200;862.5;2240989.73008844;6506759.84049687
4;288;370000;678;2019;0;1;1;1284.72222222222;1022.61178861789;2237653.33479762;6506989.43230647
1;45;85000;50;2019;0;0;0;1888.88888888889;1880.95238095238;2243698.46669388;6497093.13538323
1;45;50000;50;2019;0;0;0;1111.11111111111;1787.61904761905;2244769.21021303;6497781.79188127
2;100;65000;100;2019;0;0;0;650;382.513661202186;2247501.58508279;6497998.41755951
1;47;120000;65;2019;1;1;1;2553.1914893617;1894.0350877193;2244364.55754941;6497059.55662571
1;45;43000;45;2019;0;0;0;955.555555555556;1241.07142857143;2244387.90441915;6498531.48029593
1;45;54600;50;2019;0;0;1;1213.33333333333;1294.11764705882;2245784.80882875;6497309.55433097
1;48;60000;60;2019;0;0;0;1250;1450;2243786.71624333;6498200.76345489
2;100;135000;100;2019;0;0;1;1350;1280.7881773399;2247119.40523713;6493477.95193526
1;189;340000;264;2019;0;1;0;1798.9417989418;1875;2243981.72004371;6497261.85741066
3;228;285000;491;2019;0;1;1;1250;1335.49304677623;2245017.32314483;6493882.23013925
3;165;199500;165;2019;0;1;1;1209.09090909091;1250;2238613.69888811;6494668.78486234
3;250;280000;500;2019;0;1;0;1120;1330.76923076923;2235242.9682414;6504870.99642012
2;60;1e+05;60;2019;0;0;0;1666.66666666667;1728.15533980583;2244104.51939304;6497600.31941828
1;50;68000;60;2019;1;1;1;1360;1396.20253164557;2239598.42286277;6501017.94238281
2;84;172000;110;2019;0;0;0;2047.61904761905;1894.73684210526;2243873.34350137;6496743.13676618
2;140;116000;140;2019;0;1;1;828.571428571429;1181.81818181818;2242841.58338038;6491802.20858262
1;42;58000;50;2019;0;1;1;1380.95238095238;1071.42857142857;2243153.58703757;6494888.54811315
4;192;130000;800;2019;0;1;0;677.083333333333;895.833333333333;2235981.47089621;6510232.72244778
1;32;37500;195;2019;0;0;0;1171.875;1240.10093167702;2244461.73092566;6498816.09120988
1;45;46000;60;2019;0;0;0;1022.22222222222;967.741935483871;2242836.7741805;6500426.67940394
