"ambientes";"property.surface_covered";"property.price";"property.surface_total";"year";"gimnasio";"cochera";"pileta";"precioM2";"precioM2Vecino";"X";"Y"
1;40;31300;43;2017;0;0;0;782.5;1111.11111111111;2243757.51474342;6501360.07850265
2;140;165000;140;2017;0;1;0;1178.57142857143;1832.15962441315;2243433.49039074;6496784.42317138
2;71;130000;71;2017;0;0;0;1830.98591549296;1850;2244568.6627796;6497383.58292748
3;80;95000;80;2017;0;0;0;1187.5;1166.66666666667;2241837.91903147;6499255.50453473
2;58;120000;70;2018;0;0;0;2068.96551724138;1866.66666666667;2244454.3393793;6497357.19635176
3;220;2e+05;424;2017;0;1;1;909.090909090909;1323.08170239205;2244064.45038531;6498486.90860522
1;250;45000;250;2018;0;0;0;180;518.358531317495;2248749.95846067;6497301.07456672
3;280;265000;280;2018;0;0;0;946.428571428571;1333.33333333333;2243908.10770281;6498527.22344604
3;145;190000;180;2018;0;0;1;1310.34482758621;1280.7881773399;2247119.09367184;6493477.99561894
1;39;72000;39;2018;0;0;1;1846.15384615385;1560;2243771.66814765;6497883.78864399
2;155;220000;155;2017;0;1;0;1419.35483870968;1711.11111111111;2243689.44602143;6497481.90247932
1;42;40000;42;2017;0;0;0;952.380952380952;1207.61494252874;2242443.55079172;6499292.51412936
2;90;112500;90;2017;0;0;0;1250;1388.88888888889;2242547.68141017;6498621.42661774
1;45;110000;60;2017;0;0;0;2444.44444444444;1894.73684210526;2243815.33654483;6496868.59138737
1;52;90000;52;2017;0;0;0;1730.76923076923;1785.71428571429;2243293.91674562;6497247.24379588
3;195;128000;151;2017;0;0;0;656.410256410256;1130.4347826087;2246278.59435498;6499651.46063388
3;180;240000;250;2017;0;1;1;1333.33333333333;1250;2240699.56894242;6495122.13323723
1;86;115000;72;2017;1;1;1;1337.20930232558;1315.78947368421;2242858.05509325;6493055.56617565
2;250;360000;250;2017;0;0;1;1440;1566.66666666667;2245685.66168527;6491741.35461407
1;45;42000;50;2017;0;0;0;933.333333333333;1170.21276595745;2240883.10606292;6499555.05898508
1;40;120000;80;2017;0;0;1;3000;1860;2243607.42061962;6496524.04927222
2;57;95000;61;2017;0;0;0;1666.66666666667;1247.22222222222;2242724.72028916;6499280.92998978
1;42;43000;50;2017;0;1;0;1023.80952380952;1155.55555555556;2246215.79346499;6499441.07422055
3;197;380000;197;2017;0;1;0;1928.93401015228;1902.38095238095;2243950.61153169;6496669.83443141
1;280;180000;840;2017;0;1;0;642.857142857143;1000;2235212.18847399;6507799.09874118
2;70;96000;70;2017;0;0;0;1371.42857142857;1885.24590163934;2243698.63544349;6497163.67701866
1;60;81000;61;2017;1;0;1;1350;1857.14285714286;2243646.11469299;6496947.98327555
1;60;82000;61;2017;1;0;1;1366.66666666667;1857.14285714286;2243646.11469299;6496947.98327555
1;48;97000;55;2017;0;0;0;2020.83333333333;1789.47368421053;2244374.83931058;6497659.8584491
2;500;390000;900;2017;0;1;1;780;1125;2237819.27296742;6505934.30356168
2;261;245000;1250;2018;0;1;1;938.697318007663;1394.11764705882;2237526.6270674;6504247.3810446
2;84;130000;120;2018;0;0;0;1547.61904761905;1490.7434580582;2237212.14729116;6501703.83427965
4;130;280000;130;2017;0;0;0;2153.84615384615;1147.22138616029;2236589.33755975;6506531.46180067
1;40;90000;40;2018;1;0;1;2250;1392.40506329114;2239604.60836373;6501020.15512022
3;10;170000;10;2017;0;1;1;17000;891.304347826087;2241833.43268559;6501353.64898053
2;50;138000;80;2017;0;0;0;2760;1857.14285714286;2244072.7868938;6497451.07746608
2;70;138000;90;2017;0;1;1;1971.42857142857;1223.61111111111;2241841.12791363;6498757.78840268
3;150;120000;150;2018;0;1;0;800;747.5;2236797.32706082;6509238.22795153
3;150;179000;180;2017;0;0;0;1193.33333333333;1166.66666666667;2241231.95924604;6505544.25508472
2;350;219000;952;2018;0;1;1;625.714285714286;1080;2238067.17260323;6506425.34741964
2;85;1e+05;85;2017;0;0;0;1176.47058823529;1391.30434782609;2243587.47101605;6498641.92198645
2;85;90000;85;2017;0;1;0;1058.82352941176;823.076923076923;2246711.56714857;6496395.72687926
1;36;65000;36;2017;0;0;0;1805.55555555556;1355.93220338983;2243554.89562865;6498938.98645394
1;126;125000;148;2017;0;1;0;992.063492063492;925.11013215859;2235540.44595196;6507763.12859443
1;40;1e+05;40;2017;0;0;0;2500;1925.82417582418;2243952.58297682;6496989.05639272
2;90;235000;90;2017;0;0;0;2611.11111111111;1888.88888888889;2244324.50550782;6497171.1114475
3;90;155000;90;2017;0;0;0;1722.22222222222;1806.01045296167;2243326.67936771;6497244.79167171
3;275;245800;279;2017;0;1;1;893.818181818182;970;2242054.81671684;6502359.22239203
1;38;56000;42;2017;0;0;0;1473.68421052632;1333.33333333333;2242919.25790896;6499190.7592402
2;80;108000;180;2017;0;1;0;1350;1166.66666666667;2242271.52376354;6504885.41875116
3;127;182000;180;2017;0;1;1;1433.07086614173;1285.71428571429;2246868.99757781;6493349.5388133
7;318;320000;394;2017;0;1;0;1006.2893081761;1000;2240830.49188483;6503467.5434266
1;48;75000;48;2017;0;0;0;1562.5;1836.73469387755;2244219.72368317;6497546.42718014
3;200;240000;400;2017;0;1;0;1200;1000;2239513.44270999;6503751.33884938
2;266;250000;371;2017;0;0;0;939.84962406015;1339.33386201427;2244340.65901259;6501104.6715184
2;58;115000;65;2017;0;0;0;1982.75862068966;1328.88888888889;2244366.31993285;6501165.6125128
1;250;280000;437;2017;0;1;0;1120;1000;2240616.49055837;6503068.02473231
1;120;170000;120;2017;0;1;1;1416.66666666667;1192.33449477352;2242663.07383782;6491626.60076819
2;90;150000;110;2017;0;0;0;1666.66666666667;1857.14285714286;2243574.32186838;6497122.69754281
2;66;1e+05;68;2017;0;0;0;1515.15151515152;1365.15151515152;2243785.20276461;6498949.03686107
3;350;450000;1500;2017;0;1;0;1285.71428571429;650;2248686.48750638;6496032.28343367
2;150;2e+05;175;2017;0;1;0;1333.33333333333;1166.66666666667;2241231.95924604;6505544.25508472
1;130;150000;170;2018;0;1;1;1153.84615384615;1090.90909090909;2240321.19169115;6505780.21315228
1;39;66000;39;2017;0;0;1;1692.30769230769;1306.25;2238525.07391163;6500622.55790773
3;140;120000;750;2018;0;1;1;857.142857142857;972.142857142857;2234634.29292434;6509116.42075458
3;146;147000;146;2018;0;1;0;1006.84931506849;1148.14814814815;2241331.86946953;6504020.5170595
2;325;320000;456;2018;0;1;0;984.615384615385;997.053823529412;2236201.07926012;6507080.80938627
2;65;1e+05;65;2017;0;0;0;1538.46153846154;1888.88888888889;2243855.94417949;6496692.94929557
4;380;680000;380;2017;0;1;1;1789.47368421053;1425.59523809524;2244800.88132535;6493537.89953778
3;200;230000;400;2017;0;0;0;1150;1235.29411764706;2235245.97640561;6506147.52196065
3;170;170000;384;2017;0;1;0;1000;1000;2238998.86440379;6491127.32656283
1;180;180000;250;2017;0;1;1;1000;1214.28571428571;2238185.03154158;6505007.12187675
3;300;350000;600;2017;0;1;1;1166.66666666667;1333.33333333333;2235626.61448787;6503695.51194289
2;85;135000;215;2017;0;0;0;1588.23529411765;857.142857142857;2236418.38831566;6507356.79435683
2;50;150000;60;2017;1;0;1;3000;1531.37254901961;2246397.40321102;6498848.51321679
2;250;250000;900;2017;0;1;1;1000;1000;2242402.17823769;6494566.21222965
3;110;180000;110;2018;0;1;0;1636.36363636364;1893.93939393939;2244005.12041631;6497115.97432921
1;40;79000;50;2018;0;0;0;1975;1560;2243771.66814765;6497883.78864399
1;40;69000;40;2017;0;0;0;1725;1571.42857142857;2243107.63354264;6498144.13578103
2;250;5e+05;1500;2017;0;1;1;2000;1426.78571428571;2232924.03678334;6506988.87874297
3;170;170000;384;2017;0;1;0;1000;1000;2238998.86440379;6491127.32656283
3;170;170000;384;2017;0;1;0;1000;1000;2238998.86440379;6491127.32656283
3;170;170000;384;2017;0;1;0;1000;1000;2238998.86440379;6491127.32656283
5;416;170000;251;2017;0;1;1;408.653846153846;1560;2243771.8525949;6497883.69710924
5;416;170000;251;2017;0;1;1;408.653846153846;1560;2243771.8525949;6497883.69710924
2;360;155000;180;2017;0;0;0;430.555555555556;911.111111111111;2234199.44868981;6509622.73812384
2;65;110000;110;2017;0;0;0;1692.30769230769;1865.67164179104;2244654.93207236;6497341.46812448
2;70;135000;95;2017;0;0;1;1928.57142857143;1666.66666666667;2245975.19406336;6497903.28239083
2;70;135000;95;2017;0;0;1;1928.57142857143;1666.66666666667;2245975.19406336;6497903.28239083
3;247;80000;300;2017;0;0;0;323.886639676113;1250;2244779.5856362;6494228.18511221
2;136;105000;136;2017;0;0;1;772.058823529412;1000;2238459.0534037;6506093.73520622
4;300;3e+05;400;2017;0;1;0;1000;1300;2243935.01529177;6500155.49861423
4;300;3e+05;400;2017;0;1;0;1000;1300;2243935.01529177;6500155.49861423
2;60;95000;150;2017;0;1;0;1583.33333333333;1192.30769230769;2242427.945126;6499388.13847555
1;60;60000;70;2017;0;0;0;1000;1222.22222222222;2244629.60596074;6498491.12515669
3;125;275000;157;2017;1;1;1;2200;1642.85714285714;2236783.14466122;6505985.60807102
3;116;165000;116;2017;0;1;1;1422.41379310345;693.376068376068;2247460.38783253;6497292.81113751
2;110;245000;110;2017;1;1;1;2227.27272727273;1266.66666666667;2238336.8292784;6504233.5547866
1;55;76000;55;2017;0;0;1;1381.81818181818;1702.27272727273;2246036.51442308;6498247.70969642
3;230;250000;500;2017;0;0;0;1086.95652173913;1560;2243771.8525949;6497883.69710924
1;30;43000;30;2018;0;0;0;1433.33333333333;1232.19696969697;2244305.77895317;6498731.15562882
4;470;510000;1700;2017;0;1;1;1085.10638297872;1268.75;2232733.44118316;6505048.58903976
4;400;480000;1700;2018;1;1;1;1200;1226.41509433962;2233630.80893056;6504234.60238832
3;130;165000;360;2018;0;0;1;1269.23076923077;1328.24933687003;2234034.34191732;6507674.72658206
1;42;62000;42;2018;0;0;0;1476.19047619048;1607.14285714286;2243669.183739;6497814.15834192
1;44;1e+05;69;2017;0;0;0;2272.72727272727;1700;2245903.42328568;6498892.13488843
1;41;1100000;52;2017;0;1;1;26829.2682926829;1161.08108108108;2242037.51048885;6499280.5868582
3;142;2e+05;257;2017;0;1;0;1408.45070422535;936.507936507937;2241969.30632506;6497823.54558854
3;110;85000;110;2017;0;0;1;772.727272727273;613.207547169811;2238644.18556144;6495694.42494151
2;186;190000;493;2017;0;0;1;1021.50537634409;986.238532110092;2239945.17753683;6502987.40258977
1;80;150000;96;2017;0;1;1;1875;1684.21052631579;2240860.34287964;6493251.56792988
1;333;3e+05;1274;2017;0;0;0;900.900900900901;1000;2240342.18057343;6503526.89234914
1;182;190000;182;2017;0;0;0;1043.95604395604;1366.66666666667;2243883.12245123;6498777.94033283
2;106;105000;106;2017;0;0;0;990.566037735849;1737.48974569319;2245426.42769215;6498041.93866834
1;49;55000;49;2017;0;0;0;1122.44897959184;1785.71428571429;2243233.08517498;6496750.99782014
2;85;115000;85;2018;0;0;0;1352.94117647059;1675;2243994.82928291;6497716.43234486
2;83;75000;83;2018;0;1;0;903.614457831325;1132.5;2245156.87311332;6501292.59195438
1;30;39000;30;2018;0;0;0;1300;1333.33333333333;2242979.27753697;6499144.11306391
1;144;220000;851;2018;0;1;1;1527.77777777778;1230.76923076923;2234984.42060386;6506222.4437698
2;70;120000;70;2018;0;1;0;1714.28571428571;849.025974025974;2236604.31688578;6507461.20902233
1;45;67000;60;2018;0;0;0;1488.88888888889;1530.01200480192;2246464.49673849;6498531.11207357
2;150;155000;180;2018;0;1;1;1033.33333333333;707.383333333333;2245366.1756477;6509790.20397642
3;350;450000;1500;2018;0;1;0;1285.71428571429;1375;2233771.22472773;6506756.64181963
2;80;85000;80;2018;0;0;0;1062.5;944.055944055944;2244871.11927352;6501985.66979
2;75;190000;75;2017;0;1;1;2533.33333333333;1386.7139959432;2237455.22169713;6504319.36107806
4;440;5e+05;1700;2017;0;1;1;1136.36363636364;1319.51530612245;2238486.6163817;6500663.3335218
3;110;165000;120;2017;0;0;0;1500;1375;2243654.90220896;6498850.35064988
3;340;290000;340;2017;1;1;1;852.941176470588;1000;2239849.19630834;6503403.97473658
3;180;240000;250;2017;0;1;1;1333.33333333333;1250;2240699.56894242;6495122.13323723
4;173;185000;173;2017;0;0;0;1069.36416184971;1442.30769230769;2246480.78202365;6499023.35864357
3;214;165000;360;2017;0;0;1;771.028037383178;919.026328862394;2239900.45721997;6505177.91438301
1;280;320000;330;2017;1;1;1;1142.85714285714;961.538461538462;2240040.63704079;6504454.83264586
1;45;107000;55;2017;0;0;0;2377.77777777778;1789.47368421053;2244374.83931058;6497659.8584491
2;164;195000;164;2017;0;1;0;1189.0243902439;1560;2243771.66814765;6497883.78864399
3;250;210000;330;2017;0;1;1;840;1742.11423699915;2245704.33836707;6497729.50210819
5;220;220000;250;2018;0;1;1;1000;1000;2242579.0215278;6504229.76689281
3;119;120000;210;2018;0;1;0;1008.40336134454;1125;2235313.56724196;6509456.72871371
4;400;5e+05;1500;2018;0;1;1;1250;1329.46428571429;2232877.13636549;6504964.20650203
2;85;120000;100;2018;0;1;0;1411.76470588235;1750;2244469.98572382;6497806.99438878
3;140;33500;140;2017;0;1;0;239.285714285714;309.52380952381;2248692.2990138;6498214.3220182
3;150;160000;150;2017;0;1;0;1066.66666666667;733.333333333333;2246246.16106653;6496152.9714118
3;90;148000;90;2017;0;0;0;1644.44444444444;492.292307692308;2246189.92363002;6501442.23457757
4;335;355000;44625;2017;0;1;1;1059.70149253731;1049.13793103448;2245033.741742;6494479.88900114
2;71;115000;71;2017;0;0;0;1619.71830985915;1872.91666666667;2243728.34592029;6496766.83551998
1;50;85000;50;2017;0;0;0;1700;1388.88888888889;2243587.47101605;6498641.92198645
2;220;285000;220;2017;0;1;0;1295.45454545455;1159.09090909091;2248540.2857713;6501554.80016916
1;38;58500;38;2017;0;0;0;1539.47368421053;1785.71428571429;2244417.8134183;6497669.85451666
1;45;51900;45;2017;0;0;1;1153.33333333333;1296.2962962963;2244375.08005124;6500372.03623648
1;44;45000;44;2017;0;0;0;1022.72727272727;1284.28571428571;2242961.97481245;6499471.48344438
3;180;250000;240;2017;0;1;0;1388.88888888889;1105.55555555556;2237725.70844731;6490937.45373033
2;200;145000;300;2018;0;1;0;725;915.357142857143;2240577.32006479;6504538.81234788
2;100;90000;300;2017;0;0;0;900;935.51724137931;2235103.68089343;6510316.20247779
1;35;51000;47;2017;0;0;0;1457.14285714286;1344.50549450549;2243045.23899;6498826.68540988
1;45;115000;45;2017;0;0;0;2555.55555555556;1891.41414141414;2243827.71059591;6496575.86485758
5;780;1200000;1500;2017;1;1;1;1538.46153846154;1335.2380952381;2242895.73925871;6498952.93828121
2;110;65000;245;2017;0;1;0;590.909090909091;693.64161849711;2239058.62705181;6495098.13749213
2;97;85000;105;2017;0;0;0;876.288659793814;1355.05050505051;2243947.40030748;6498346.68565999
1;39;72000;39;2017;0;0;0;1846.15384615385;1823.52941176471;2243311.60741938;6496582.486761
2;120;130000;230;2017;0;0;0;1083.33333333333;1560;2243771.66814765;6497883.78864399
3;88;66500;88;2018;0;0;0;755.681818181818;580.348214285714;2250186.07217069;6494638.73703713
3;70;110000;189;2017;0;0;0;1571.42857142857;1142.85714285714;2240983.5760524;6500004.67851617
3;220;230000;650;2018;0;0;0;1045.45454545455;1467.59259259259;2235411.38771687;6504330.26220778
3;160;195000;180;2018;0;0;0;1218.75;1166.66666666667;2241232.14074912;6505544.17391797
3;375;350000;406;2018;0;1;0;933.333333333333;1031.39013452915;2240462.79461604;6502440.46442095
1;181;90000;253;2018;0;1;0;497.237569060773;914.936018460248;2236661.51796538;6507178.49516417
1;30;42000;30;2018;0;0;0;1400;1911.76470588235;2243898.79941823;6496833.31321729
1;41;48000;41;2018;0;0;0;1170.73170731707;1233.33333333333;2244644.75238841;6499173.36663084
1;207;120000;207;2017;0;1;0;579.710144927536;589.855072463768;2248732.47062871;6497095.84035287
1;100;110000;116;2017;0;1;0;1100;920;2241779.28409211;6503184.29873851
4;138;120000;138;2017;0;0;0;869.565217391304;1222.22222222222;2242775.69682289;6499520.24844899
3;165;2e+05;180;2017;0;1;1;1212.12121212121;1289.0625;2247087.6962061;6493332.28458238
1;110;120000;110;2017;0;1;0;1090.90909090909;1000;2238540.67265415;6506046.12235079
3;160;75000;460;2017;0;1;0;468.75;564.285714285714;2247476.20172643;6495608.5271587
1;150;190000;170;2017;0;1;1;1266.66666666667;1002.80898876404;2239266.23017841;6502693.20926465
1;45;24000;45;2017;0;0;0;533.333333333333;1236.36363636364;2244196.99046255;6500101.12026681
3;97;115000;111;2017;0;1;0;1185.56701030928;1000;2240559.91514149;6501771.11201142
2;100;150000;250;2017;0;0;0;1500;1562.5;2246372.56196665;6498928.55394344
1;42;55000;47;2017;0;0;0;1309.52380952381;1025.5;2246608.71088438;6499742.03576929
2;100;69900;300;2018;0;1;0;699;714.285714285714;2248477.41631088;6496223.41176242
3;104;850000;400;2017;0;0;0;8173.07692307692;8173.07692307692;2250653.21797845;6496004.77984416
3;117;150000;150;2017;0;1;0;1282.05128205128;1375;2243431.68785048;6498964.03646321
3;185;230000;400;2017;0;0;1;1243.24324324324;1504.40986692312;2233406.90926728;6505489.89496088
2;120;130000;187;2017;0;1;0;1083.33333333333;948.218448218448;2244396.8131761;6501943.37469835
3;170;170000;384;2017;0;1;0;1000;1000;2238998.86440379;6491127.32656283
3;170;170000;384;2017;0;1;0;1000;1000;2238998.86440379;6491127.32656283
5;416;170000;251;2017;0;1;1;408.653846153846;1560;2243771.8525949;6497883.69710924
5;416;170000;251;2017;0;1;1;408.653846153846;1560;2243771.8525949;6497883.69710924
5;416;170000;251;2017;0;1;1;408.653846153846;1560;2243771.8525949;6497883.69710924
1;43;112000;47;2017;0;1;1;2604.6511627907;1857.47767857143;2244960.17100363;6497319.60327705
1;47;80000;47;2017;1;0;1;1702.12765957447;1702.41518113859;2245527.48592;6498583.93007884
2;75;130000;80;2017;0;0;0;1733.33333333333;1843.26374269006;2244757.55740925;6497516.85149317
1;60;71000;50;2017;0;0;0;1183.33333333333;1142.85714285714;2241279.0402978;6500191.09914529
3;151;140000;282;2017;0;0;0;927.152317880795;873.484848484848;2241947.23272748;6502065.66117544
3;620;1e+06;1050;2017;0;0;1;1612.90322580645;1123.10606060606;2238552.2611875;6502735.97224278
3;75;82000;85;2018;0;0;0;1093.33333333333;1125;2238799.27113261;6502238.99914368
1;56;73000;56;2018;1;1;1;1303.57142857143;1454.54545454545;2239639.31827377;6501085.53791297
4;164;110000;114;2017;0;0;0;670.731707317073;1136.34090909091;2240680.84495646;6499527.45870478
1;194;130000;264;2017;0;1;0;670.103092783505;878.205128205128;2241435.78353199;6494783.08602201
3;290;130000;290;2017;0;1;0;448.275862068966;1117.42722265932;2245277.9915034;6499877.34193293
1;41;65000;41;2017;0;0;0;1585.36585365854;1125;2241318.9548417;6499892.12460517
3;170;90000;250;2017;0;0;0;529.411764705882;833.333333333333;2242146.33028642;6494104.3546896
2;257;250000;1700;2018;0;1;0;972.762645914397;824.307862679956;2233805.70002604;6508838.95709235
2;81;120000;81;2018;0;1;0;1481.48148148148;1517.04765594731;2243627.59078606;6497954.56149046
2;107;220000;130;2018;0;1;0;2056.07476635514;1761.90476190476;2243913.39787884;6497421.35153203
1;42;92000;92;2018;0;0;0;2190.47619047619;1837.20930232558;2243674.42091518;6497325.34108982
1;133;138000;513;2018;0;1;0;1037.59398496241;1000;2237544.64550452;6507119.08737951
3;207;260000;207;2018;0;1;0;1256.038647343;1212.12121212121;2238184.80362638;6505007.19844166
3;135;127500;135;2018;0;1;0;944.444444444444;806.950786402841;2241227.87631583;6496714.42563179
3;102;140000;130;2018;0;1;0;1372.54901960784;1188.72312417727;2238065.85750652;6502456.05687314
2;77;98000;77;2017;0;0;0;1272.72727272727;1398.33333333333;2244611.22916006;6498103.54622996
3;250;350000;550;2018;0;1;1;1400;1013.70803436974;2240553.4953876;6503518.25478166
3;193;280000;297;2018;0;1;0;1450.77720207254;1338;2237143.19254753;6503924.71791073
3;110;185000;110;2018;0;0;0;1681.81818181818;1893.33333333333;2244305.27720742;6497101.59744708
2;100;175000;100;2017;0;1;0;1750;1859.48717948718;2244648.61720845;6497323.90521646
3;190;160000;190;2017;0;1;0;842.105263157895;1121.94055944056;2241805.93434603;6505197.85257209
3;180;210000;180;2017;0;0;1;1166.66666666667;1311.0119047619;2244047.87630858;6498541.2232968
2;45;82000;55;2017;0;0;0;1822.22222222222;1111.11111111111;2242975.10297083;6499870.39661753
2;68;195000;58;2017;0;1;0;2867.64705882353;1381.96555217832;2243588.763648;6498660.54229251
2;75;205000;120;2017;0;1;0;2733.33333333333;1702.12765957447;2245456.29760071;6498584.7529929
3;300;270000;945;2017;0;1;0;900;1272.13697073032;2237896.36737427;6505122.61022187
1;45;50000;45;2018;0;0;0;1111.11111111111;1125;2241466.48524897;6499786.61431094
2;269;80000;269;2018;0;1;0;297.397769516729;833.333333333333;2235881.25801512;6508375.38729336
2;132;180000;180;2018;0;1;1;1363.63636363636;1465.77380952381;2243585.31786014;6493170.19370448
1;83;120000;83;2017;0;1;0;1445.78313253012;1000;2243948.53503316;6499712.28457387
1;50;57000;50;2017;0;0;0;1140;1340;2243072.96654665;6498949.07779177
4;240;130000;300;2017;0;1;0;541.666666666667;772.727272727273;2236489.60224862;6509362.43556097
1;47;63000;47;2017;0;0;0;1340.42553191489;1348.7525987526;2243027.22135649;6498827.33440351
2;192;2e+05;192;2018;0;0;0;1041.66666666667;781.154434250765;2242446.21086475;6503021.39528743
3;153;235000;250;2018;0;1;0;1535.9477124183;1250;2240699.56894242;6495122.13323723
1;45;110000;60;2018;0;1;1;2444.44444444444;1829.26829268293;2244719.08911816;6497597.92938355
1;47;77000;77;2017;0;0;1;1638.29787234043;1666.66666666667;2245267.92337712;6498444.81236583
1;45;92000;80;2018;1;1;1;2044.44444444444;1642.85714285714;2245358.08629909;6498877.93293532
2;80;125000;80;2018;0;0;0;1562.5;1607.14285714286;2243710.37603861;6497784.99414854
4;190;2e+05;190;2017;0;0;0;1052.63157894737;904.372496662216;2241969.16310302;6493729.60752271
4;650;190000;650;2017;0;0;0;292.307692307692;566.666666666667;2239280.93957649;6496552.70105039
1;42;75000;42;2017;0;0;0;1785.71428571429;1888.88888888889;2243792.97116859;6496921.23797375
1;49;80000;59;2017;0;1;0;1632.65306122449;1560;2243771.66814765;6497883.78864399
2;70;125000;90;2017;0;0;0;1785.71428571429;1836.73469387755;2243450.44034211;6496882.28112197
1;340;605000;340;2018;0;1;1;1779.41176470588;1318.60902255639;2244631.70469042;6500249.70668303
2;173;90000;173;2018;0;1;0;520.231213872832;638.235294117647;2246380.82523812;6504920.69160068
2;70;1e+05;60;2018;0;0;0;1428.57142857143;1860;2243604.38593985;6496720.41537298
2;123;110000;123;2018;0;1;0;894.308943089431;1200;2238270.827636;6505180.5913801
1;45;75000;45;2018;0;0;0;1666.66666666667;1875;2244394.09506557;6497248.86120699
1;41;89000;41;2017;0;0;0;2170.73170731707;1835.44303797468;2243383.95424844;6496680.95720841
5;550;340000;715;2017;0;1;1;618.181818181818;1000;2240818.51418524;6502426.43081462
2;89;124000;89;2018;1;1;1;1393.25842696629;1359.375;2238463.93787481;6501063.61953594
1;187;245000;187;2018;0;0;0;1310.16042780749;1333.33333333333;2239014.51179231;6494599.12895571
1;40;35000;45;2017;0;0;0;875;1292.85714285714;2244790.6677242;6499247.98472739
1;45;61200;50;2017;0;0;0;1360;1446.15384615385;2242866.43412644;6497469.82397983
2;250;2e+05;220;2018;0;1;0;800;873.037974683544;2241360.21719794;6502524.55004702
1;270;350000;600;2018;1;1;0;1296.2962962963;1333.33333333333;2235626.61448787;6503695.51194289
3;610;350000;265;2018;0;1;0;573.770491803279;1678.57142857143;2235912.01250227;6504615.05808334
3;560;750000;1460;2018;0;1;1;1339.28571428571;1560;2243771.86780542;6497883.90978646
2;120;134000;160;2018;0;0;0;1116.66666666667;1172.61904761905;2242070.90479933;6504841.37821762
3;180;265000;270;2018;0;0;0;1472.22222222222;946.380471380471;2240747.90826245;6502968.32877308
3;450;610000;1500;2018;0;1;1;1355.55555555556;1333.33333333333;2232762.90417091;6506499.33849287
3;200;155000;530;2018;0;1;0;775;932.575757575758;2241429.23256911;6498198.47130573
3;350;520000;1500;2018;0;1;1;1485.71428571429;1428.57142857143;2233290.15570125;6506423.44179716
4;210;140000;310;2018;0;1;0;666.666666666667;1061.90476190476;2240518.1008517;6502754.7837074
4;400;650000;1012;2018;0;1;1;1625;1425.59523809524;2244801.08863514;6493537.96749134
3;120;85000;120;2018;0;1;1;708.333333333333;613.207547169811;2238617.6771899;6495591.9743183
3;350;450000;350;2018;0;0;0;1285.71428571429;1135.26570048309;2233351.07661552;6508249.12363849
3;170;170000;384;2018;0;1;0;1000;1000;2238998.86440379;6491127.32656283
2;330;530000;1500;2018;0;1;1;1606.06060606061;1333.33333333333;2232762.90417091;6506499.33849287
5;416;170000;251;2018;0;1;1;408.653846153846;1560;2243771.8525949;6497883.69710924
3;230;220000;1000;2018;0;0;1;956.521739130435;268.965517241379;2246833.61896589;6509592.07739254
3;150;150000;300;2018;0;1;0;1000;1333.33333333333;2244907.59829303;6498773.5006334
1;120;145000;180;2018;0;1;0;1208.33333333333;811.764705882353;2242655.61977365;6503556.55971448
2;76;145000;76;2018;0;0;0;1907.89473684211;1872.72727272727;2244421.32544604;6497330.87133417
2;117;87000;117;2018;0;0;0;743.589743589744;838.323353293413;2245075.15401428;6501810.33174024
2;70;135000;95;2018;0;0;1;1928.57142857143;1666.66666666667;2245975.19406336;6497903.28239083
1;50;92000;50;2018;0;0;0;1840;1850;2244568.61072936;6497383.51278663
3;197;190000;216;2018;0;1;0;964.467005076142;1071.42857142857;2243793.02630973;6499867.28285737
3;73;87000;73;2018;0;1;0;1191.78082191781;865.10752688172;2239173.9443348;6500247.40879539
2;123;90000;123;2018;0;1;0;731.707317073171;733.333333333333;2249209.48615186;6495793.1135102
1;96;132000;96;2018;0;1;0;1375;1125;2243345.85412806;6499686.61321433
1;85;85000;89;2018;0;1;0;1000;1333.33333333333;2243890.16237161;6499279.95194556
3;200;380000;200;2018;0;1;0;1900;1923.07692307692;2243969.08045501;6496672.04931976
2;70;140000;70;2018;0;1;0;2000;1312.5;2244772.57090941;6499921.62706906
3;290;4e+05;985;2017;0;1;1;1379.31034482759;1444.44444444444;2233667.97288829;6506129.042709
3;165;2e+05;180;2017;0;1;1;1212.12121212121;1289.0625;2247087.6962061;6493332.28458238
3;180;168000;180;2017;0;1;0;933.333333333333;1272.72727272727;2247045.4721638;6493774.17490099
2;100;135000;100;2018;0;1;0;1350;652.173913043478;2246684.22922857;6504688.50563559
2;120;170000;300;2018;0;1;0;1416.66666666667;1070.3912868092;2244896.93525442;6494700.65343175
1;40;55000;40;2017;0;0;0;1375;1303.21557971014;2242738.34495626;6498953.86900514
3;165;220000;180;2017;0;1;0;1333.33333333333;1603.77358490566;2239050.69001119;6494162.09732969
1;52;67000;52;2017;0;0;0;1288.46153846154;1371.42857142857;2244634.50981804;6498155.23229484
1;80;95000;80;2017;0;1;0;1187.5;1000;2240197.61085795;6503969.76154048
5;340;270000;380;2017;0;0;1;794.117647058824;1000;2240369.13067126;6503280.67822747
1;35;61800;35;2017;0;0;0;1765.71428571429;1714.28571428571;2243229.70487985;6497383.11543717
3;123;270000;123;2017;1;1;1;2195.12195121951;1535.88516746411;2244266.03873408;6495313.28093352
2;60;60000;60;2017;0;0;0;1000;877.183308494784;2242841.30530668;6501103.10766995
1;48;79000;48;2018;0;0;0;1645.83333333333;1383.15602836879;2243592.38285377;6498655.98592733
3;200;299900;340;2018;0;0;1;1499.5;888.157894736842;2241063.98964175;6502449.5726398
