"VIVIENDA_REF_ID";"RADIO_REF_ID";"TIPVV";"V01";"V02";"V00";"URP";"INCALSERV";"INMAT";"MUNI";"LOCAL";"INCALCONS";"TOTHOG"
7651288;26254;1;1;1;0;1;3;2;140630581;14063180;2;1
7621540;26128;1;1;1;0;1;2;1;140630553;14063140;1;1
7647572;26243;1;1;1;0;1;1;1;140630581;14063180;1;1
7620212;26117;1;1;1;0;1;1;1;140630588;14063190;1;1
7656238;26270;1;1;1;0;1;3;1;140630518;14063090;3;1
7631186;26174;1;1;1;0;1;1;2;140630560;14063150;2;1
7647827;26243;1;1;1;0;1;1;1;140630581;14063180;1;1
7648422;26246;1;1;1;0;1;1;2;140630581;14063180;2;1
7655805;26268;1;1;1;0;1;2;2;140630518;14063090;2;1
7625897;26146;1;1;1;0;1;2;1;140630525;14063100;1;1
7646795;26240;1;1;1;0;1;1;1;140630581;14063180;1;1
7627745;26152;1;1;1;0;1;3;1;140630525;14063100;1;1
7630879;26169;1;1;1;0;2;3;2;140632336;14063060;3;1
7624842;26142;1;1;1;0;1;1;1;140630574;14063170;1;1
7644387;26232;1;1;1;0;1;1;1;140630581;14063180;1;1
7625864;26146;1;1;1;0;1;2;2;140630525;14063100;2;1
7650427;26252;1;1;1;0;1;1;2;140630581;14063180;2;1
7624069;26138;1;1;1;0;3;3;1;140630000;14063000;1;1
7639964;26217;1;1;1;0;1;2;1;140630567;14063160;1;1
7648968;26248;1;1;1;0;1;1;2;140630581;14063180;2;1
7642761;26227;1;1;1;0;1;3;1;140630567;14063160;1;1
7622406;26130;1;1;1;0;1;3;1;140630553;14063140;1;1
7644868;26233;1;1;1;0;1;1;1;140630581;14063180;1;1
7634578;26191;1;1;1;0;2;2;2;140630504;14063050;2;1
7627634;26151;1;1;1;0;1;2;1;140630525;14063100;1;1
7620587;26119;1;1;1;0;1;1;2;140630588;14063190;2;1
7656701;26272;1;1;1;0;1;2;1;140630518;14063090;3;1
7617390;26103;1;1;1;0;3;3;2;140630000;14063000;2;1
7649752;26250;1;1;1;0;1;1;1;140630581;14063180;1;1
7632569;26178;1;1;1;0;1;3;3;140630560;14063150;3;2
7634400;26190;1;1;1;0;2;2;1;140630504;14063050;1;1
7636664;26206;1;1;1;0;1;3;1;140630483;14063020;1;1
7625942;26146;1;1;1;0;1;2;1;140630525;14063100;1;1
7617680;26107;1;1;1;0;1;1;2;140630539;14063120;2;1
7620254;26118;1;1;1;0;1;1;3;140630588;14063190;2;1
7621953;26129;1;1;1;0;1;2;1;140630553;14063140;1;1
7624111;26138;1;1;1;0;3;3;1;140630000;14063000;1;1
7643152;26228;1;4;1;0;1;2;1;140630581;14063180;1;2
7647278;26242;1;1;1;0;1;1;1;140630581;14063180;1;1
7653832;26262;1;1;1;0;1;2;1;140630518;14063090;1;1
7656172;26270;1;1;1;0;1;2;1;140630518;14063090;1;1
7633247;26186;1;1;1;0;1;2;1;140630546;14063130;1;1
7632992;26182;1;1;1;0;3;2;1;140630546;14063000;1;1
7642699;26226;1;1;1;0;1;2;3;140630567;14063160;2;1
7631656;26175;1;1;1;0;1;2;1;140630560;14063150;1;1
7654792;26265;1;1;1;0;1;2;1;140630518;14063090;1;1
7621297;26121;1;1;1;0;1;1;2;140630588;14063190;2;1
7626085;26146;1;1;1;0;1;2;1;140630525;14063100;1;1
7632587;26179;1;1;1;0;1;2;3;140630560;14063150;2;1
7645114;26234;1;1;1;0;1;1;1;140630581;14063180;1;1
7655935;26269;1;1;1;0;1;3;1;140630518;14063090;1;1
7659088;26291;1;1;1;0;2;2;2;140700602;14070060;2;1
7658397;26288;1;1;1;0;3;3;2;140700000;14070000;3;1
7657814;26281;1;1;1;0;3;3;2;140700000;14070000;2;1
7657504;26278;1;1;1;0;3;3;2;140702371;14070000;3;1
7658162;26284;1;1;1;0;2;2;3;140702371;14070030;3;1
7658322;26287;1;1;1;0;3;3;2;140700602;14070000;2;1
7659130;26291;1;1;1;0;2;2;1;140700602;14070060;1;2
7658443;26288;1;1;1;0;3;3;2;140700000;14070000;3;2
7659011;26291;1;1;1;0;2;2;1;140700602;14070060;1;1
7658288;26286;1;1;1;0;3;2;1;140700602;14070000;1;1
7657397;26277;1;2;1;0;3;3;4;140702378;14070000;3;1
7657646;26280;1;2;1;0;3;3;4;140702399;14070000;3;1
7658385;26288;1;1;1;0;3;2;3;140700602;14070000;2;1
7658135;26284;1;1;1;0;2;2;2;140702371;14070030;2;1
7657380;26277;1;1;1;0;3;2;2;140700000;14070000;2;2
7658343;26287;1;1;1;0;3;3;2;140700602;14070000;2;1
7657196;26275;1;1;1;0;3;3;2;140700000;14070000;3;1
7658500;26288;1;1;1;0;2;2;2;140702392;14070070;2;1
7657631;26279;1;1;1;0;2;3;2;140702399;14070080;3;1
7657982;26283;1;2;1;0;3;3;4;140702378;14070000;3;1
7657442;26278;1;1;1;0;3;3;4;140702371;14070000;3;1
7658815;26290;1;1;1;0;2;2;1;140700602;14070060;1;1
7657275;26276;1;1;1;0;2;3;2;140702385;14070050;2;2
7658692;26290;1;5;1;0;2;2;1;140700602;14070060;1;1
7658474;26288;1;1;1;0;2;3;2;140702392;14070070;3;1
7657693;26281;1;1;1;0;3;3;4;140702357;14070000;3;1
7658599;26289;1;1;1;0;2;2;1;140702357;14070010;1;1
7657467;26278;1;1;1;0;3;3;1;140702371;14070000;1;1
7658376;26287;1;2;1;0;3;3;4;140700000;14070000;3;1
7658069;26284;1;1;1;0;3;3;2;140700000;14070000;3;1
7658971;26291;1;1;1;0;2;2;1;140700602;14070060;1;1
7657304;26276;1;1;1;0;2;2;2;140702385;14070050;2;1
7658319;26287;1;1;1;0;3;3;4;140700602;14070000;3;1
7657860;26282;1;2;1;0;3;3;4;140700000;14070000;3;1
7658711;26290;1;1;1;0;2;2;2;140700602;14070060;2;1
7658511;26288;1;1;1;0;2;2;2;140702392;14070070;2;1
7657308;26276;1;1;1;0;2;3;1;140702378;14070040;1;1
7658846;26291;1;1;1;0;2;2;1;140700602;14070060;1;1
7658241;26285;1;2;1;0;3;3;4;140700602;14070000;3;1
7658859;26291;1;1;1;0;2;2;1;140700602;14070060;1;1
7657935;26283;1;1;1;0;3;3;4;140702357;14070000;3;1
7657676;26280;1;1;1;0;3;3;2;140702357;14070000;3;1
7657974;26283;1;1;1;0;3;3;2;140702357;14070000;3;1
7658743;26290;1;1;1;0;2;2;1;140700602;14070060;1;1
7659139;26291;1;1;1;0;2;3;1;140700602;14070060;1;1
7658405;26288;1;1;1;0;3;3;4;140700000;14070000;3;1
7657810;26281;1;2;1;0;3;3;4;140700000;14070000;3;1
7659192;26291;1;1;1;0;2;2;1;140700602;14070060;1;1
7659162;26291;1;1;1;0;2;2;1;140700602;14070060;1;1
7657135;26274;1;2;1;0;3;3;4;140702364;14070000;3;1
7658168;26285;1;1;1;0;3;2;2;140700000;14070000;2;1
7657878;26283;1;1;1;0;3;3;3;140702357;14070000;3;1
7659047;26291;1;1;1;0;2;2;1;140700602;14070060;1;1
7657746;26281;1;1;1;0;3;3;4;140702357;14070000;3;1
7657767;26281;1;1;1;0;3;3;2;140700000;14070000;3;1
7658887;26291;1;1;1;0;2;2;1;140700602;14070060;1;1
7657103;26274;1;1;1;0;3;3;4;140702364;14070000;3;1
7658104;26284;1;1;1;0;2;2;2;140702371;14070030;2;1
7658242;26285;1;1;1;0;3;2;1;140700602;14070000;1;1
7657772;26281;1;1;1;0;3;3;1;140700000;14070000;3;1
7657540;26278;1;1;1;0;3;3;2;140702371;14070000;3;1
7657262;26276;1;1;1;0;2;3;2;140702385;14070050;3;1
7658035;26284;1;1;1;0;3;3;2;140702371;14070000;3;1
7658040;26284;1;1;1;0;3;3;2;140702371;14070000;3;1
7657364;26276;1;1;1;0;2;2;2;140702378;14070040;2;1
7657150;26274;1;1;1;0;3;3;2;140702364;14070000;2;1
7658684;26290;1;5;1;0;2;2;2;140700602;14070060;2;1
7658488;26288;1;1;1;0;2;2;2;140702392;14070070;2;1
7658358;26287;1;1;1;0;3;3;4;140700602;14070000;3;1
7658742;26290;1;1;1;0;2;2;1;140700602;14070060;1;1
7658959;26291;1;1;1;0;2;2;1;140700602;14070060;1;1
7658013;26284;1;1;1;0;3;3;4;140702371;14070000;3;2
7658446;26288;1;1;1;0;3;2;2;140700000;14070000;2;1
7658721;26290;1;1;1;0;2;2;2;140700602;14070060;2;1
7657381;26277;1;1;1;0;3;3;4;140700000;14070000;3;1
7658177;26285;1;1;1;0;3;3;2;140700000;14070000;3;1
7658163;26285;1;1;1;0;3;3;2;140702371;14070000;3;1
7658402;26288;1;1;1;0;3;3;2;140700000;14070000;3;1
7658652;26289;1;1;1;0;2;3;2;140702357;14070010;3;1
7657587;26279;1;1;1;0;3;3;2;140700000;14070000;3;1
7657203;26275;1;1;1;0;3;3;4;140702364;14070000;3;1
7657998;26284;1;2;1;0;3;3;2;140702378;14070000;3;1
7657735;26281;1;1;1;0;3;2;2;140702357;14070000;3;1
7658300;26286;1;1;1;0;3;3;4;140700000;14070000;3;1
7657482;26278;1;1;1;0;3;3;2;140702371;14070000;2;1
7658191;26285;1;1;1;0;3;2;2;140700602;14070000;2;1
7658638;26289;1;1;1;0;2;2;1;140702357;14070010;1;1
7658994;26291;1;1;1;0;2;2;2;140700602;14070060;2;1
7658235;26285;1;1;1;0;3;2;1;140700602;14070000;1;1
7658625;26289;1;1;1;0;2;2;1;140702357;14070010;1;1
7657211;26275;1;1;1;0;3;3;4;140702364;14070000;3;1
7658112;26284;1;1;1;0;2;2;2;140702371;14070030;2;1
7658766;26290;1;1;1;0;2;2;2;140700602;14070060;2;1
7658782;26290;1;1;1;0;2;2;1;140700602;14070060;1;1
7658755;26290;1;1;1;0;2;2;1;140700602;14070060;1;1
7659012;26291;1;1;1;0;2;2;1;140700602;14070060;1;1
7657447;26278;1;1;1;0;3;3;2;140702371;14070000;3;1
7657147;26274;1;1;1;0;3;3;2;140702364;14070000;3;1
7658330;26287;1;2;1;0;3;3;4;140700000;14070000;3;1
7657929;26283;1;1;1;0;3;3;4;140702357;14070000;3;1
7659266;26294;1;2;1;0;3;3;4;140770000;14077000;3;1
7659676;26301;1;1;1;0;2;3;2;140772406;14077010;3;1
7660280;26305;1;1;1;0;3;3;3;140770000;14077000;3;1
7661164;26312;1;1;1;0;2;2;1;140770609;14077040;1;1
7660712;26310;1;1;1;0;3;3;4;140770000;14077000;3;1
7660995;26311;1;1;1;0;2;2;2;140770609;14077040;2;1
7659416;26297;1;2;1;0;3;3;4;140770000;14077000;3;1
7659673;26301;1;1;1;0;2;3;2;140772406;14077010;3;1
7660657;26309;1;1;1;0;3;3;2;140770000;14077000;3;1
7659910;26303;1;1;1;0;2;2;1;140770609;14077070;1;1
7659255;26294;1;2;1;0;3;3;4;140770000;14077000;3;1
7660114;26304;1;1;1;0;3;2;2;140770609;14077000;2;1
7661205;26312;1;1;1;0;2;2;3;140770609;14077040;2;1
7659850;26303;1;2;1;0;3;3;2;140770609;14077000;3;1
7661340;26313;1;1;1;0;2;3;1;140772434;14077060;1;1
7660386;26306;1;1;1;0;3;3;1;140770000;14077000;1;1
7659776;26302;1;1;1;0;3;3;2;140770000;14077000;3;1
7660304;26305;1;8;1;0;3;3;4;140770000;14077000;3;1
7660270;26305;1;1;1;0;3;3;4;140772434;14077000;3;1
7660529;26308;1;1;1;0;3;3;2;140770000;14077000;3;2
7660327;26305;1;1;1;0;3;3;2;140772427;14077000;3;1
7660000;26304;1;1;1;0;2;3;2;140772427;14077050;3;1
7661290;26312;1;1;1;0;2;2;1;140770609;14077040;1;1
7660052;26304;1;2;1;0;3;3;4;140772427;14077000;3;1
7661192;26312;1;1;1;0;2;2;1;140770609;14077040;1;1
7660690;26310;1;1;1;0;3;3;2;140770000;14077000;2;1
7660859;26311;1;1;1;0;2;2;1;140770609;14077040;1;1
7660325;26305;1;1;1;0;3;3;3;140772427;14077000;3;1
7660683;26310;1;1;1;0;3;3;2;140770000;14077000;3;1
7659869;26303;1;1;1;0;3;3;2;140770609;14077000;2;1
7660228;26305;1;1;1;0;2;3;2;140772420;14077030;3;1
7659551;26300;1;2;1;0;3;3;4;140770000;14077000;3;1
7659986;26304;1;2;1;0;3;3;4;140770000;14077000;3;1
7659968;26304;1;2;1;0;3;3;4;140770000;14077000;3;1
7660449;26306;1;1;1;0;3;3;2;140770000;14077000;2;1
7660332;26305;1;1;1;0;3;3;2;140772427;14077000;2;1
7659816;26303;1;1;1;0;3;2;2;140770609;14077000;2;1
7660217;26305;1;1;1;0;2;3;2;140772420;14077030;2;1
7661473;26314;1;1;1;0;2;2;1;140772441;14077080;1;1
7659567;26301;1;2;1;0;2;3;4;140772406;14077010;3;1
7661148;26312;1;1;1;0;2;2;1;140770609;14077040;1;1
7660548;26308;1;1;1;0;3;3;4;140770000;14077000;3;1
7660870;26311;1;1;1;0;2;2;1;140770609;14077040;1;1
7660071;26304;1;1;1;0;3;3;2;140772434;14077000;2;1
7660290;26305;1;2;1;0;3;3;4;140770000;14077000;3;1
7660463;26306;1;1;1;0;3;3;4;140770000;14077000;3;1
7661359;26313;1;1;1;0;2;2;2;140772434;14077060;3;1
7660374;26305;1;1;1;0;3;3;2;140772427;14077000;3;1
7661028;26311;1;1;1;0;2;2;2;140770609;14077040;2;1
7659231;26293;1;1;1;0;3;3;2;140772406;14077000;3;1
7659861;26303;1;1;1;0;3;3;2;140770609;14077000;2;1
7659928;26303;1;1;1;0;2;3;2;140770609;14077070;2;1
7659474;26298;1;2;1;0;3;3;4;140770000;14077000;3;1
7660475;26307;1;1;1;0;3;3;2;140770000;14077000;2;1
7661368;26313;1;1;1;0;2;3;2;140772434;14077060;2;1
7659247;26294;1;1;1;0;3;3;4;140770000;14077000;3;1
7661280;26312;1;1;1;0;2;2;1;140770609;14077040;1;1
7660131;26304;1;1;1;0;3;3;4;140770000;14077000;3;1
7660753;26311;1;1;1;0;2;2;1;140770609;14077040;1;1
7660800;26311;1;1;1;0;2;2;1;140770609;14077040;1;1
7661331;26313;1;1;1;0;2;3;4;140772434;14077060;3;1
7661097;26312;1;1;1;0;2;2;2;140770609;14077040;2;1
7660416;26306;1;1;1;0;3;3;2;140770000;14077000;3;1
7660687;26310;1;1;1;0;3;3;2;140770000;14077000;2;1
7659765;26302;1;1;1;0;3;3;2;140770000;14077000;3;1
7659638;26301;1;1;1;0;2;2;2;140772406;14077010;3;1
7659745;26302;1;1;1;0;3;3;2;140770000;14077000;3;1
7659943;26304;1;1;1;0;3;3;2;140770609;14077000;2;1
7659659;26301;1;1;1;0;2;2;2;140772406;14077010;2;1
7660389;26306;1;1;1;0;3;3;3;140770000;14077000;2;1
7659898;26303;1;1;1;0;2;2;3;140770609;14077070;2;1
7660492;26307;1;1;1;0;3;3;2;140770000;14077000;2;1
7659512;26299;1;1;1;0;3;3;2;140770000;14077000;2;1
7660348;26305;1;2;1;0;3;3;3;140772427;14077000;3;1
7660274;26305;1;1;1;0;3;3;2;140770000;14077000;2;1
7659538;26300;1;1;1;0;3;3;2;140770000;14077000;3;1
7661491;26314;1;1;1;0;2;3;4;140772441;14077080;3;1
7659481;26298;1;2;1;0;3;3;4;140770000;14077000;3;1
7660167;26305;1;1;1;0;2;3;2;140772420;14077030;2;1
7660590;26309;1;1;1;0;3;3;2;140770000;14077000;3;1
7659483;26298;1;2;1;0;3;3;4;140770000;14077000;3;1
7661129;26312;1;1;1;0;2;2;3;140770609;14077040;2;1
7659215;26292;1;2;1;0;3;3;4;140770000;14077000;3;1
7660450;26306;1;1;1;0;3;3;2;140770000;14077000;2;1
7659279;26294;1;2;1;0;3;3;4;140770000;14077000;3;1
7659750;26302;1;1;1;0;3;3;2;140770000;14077000;3;1
7661338;26313;1;1;1;0;2;2;2;140772434;14077060;3;1
7661429;26313;1;1;1;0;2;3;2;140772434;14077060;3;1
7661397;26313;1;1;1;0;2;3;2;140772434;14077060;2;1
7660157;26305;1;1;1;0;2;3;2;140772420;14077030;3;1
7661078;26312;1;1;1;0;2;2;1;140770609;14077040;1;1
7660043;26304;1;1;1;0;3;3;4;140772427;14077000;3;1
7660046;26304;1;2;1;0;3;3;4;140772427;14077000;3;1
7660585;26309;1;1;1;0;3;3;1;140770000;14077000;1;1
7660802;26311;1;1;1;0;2;2;2;140770609;14077040;2;1
7659799;26302;1;1;1;0;3;3;2;140772413;14077000;2;1
7661151;26312;1;1;1;0;2;2;1;140770609;14077040;1;1
7660027;26304;1;1;1;0;3;3;3;140772427;14077000;3;1
7660031;26304;1;2;1;0;3;3;3;140772427;14077000;3;1
7659856;26303;1;1;1;0;3;3;2;140770609;14077000;3;1
7672792;26376;1;1;1;0;1;3;1;140840630;14084030;1;1
7672902;26376;1;1;1;0;1;3;1;140840630;14084030;1;1
7673516;26378;1;1;1;0;1;3;2;140840630;14084030;2;1
7674775;26383;1;1;1;0;1;3;2;140840630;14084030;2;1
7670288;26368;1;1;1;0;1;3;2;140840630;14084030;2;1
7670203;26368;1;1;1;0;1;3;2;140840630;14084030;2;1
7673273;26377;1;1;1;0;1;3;2;140840630;14084030;2;1
7662959;26322;1;1;1;0;1;2;2;140840616;14084010;2;1
7674592;26382;1;1;1;0;1;3;2;140840630;14084030;2;1
7663846;26325;1;1;1;0;1;3;2;140840616;14084010;2;1
7675920;26387;1;1;1;0;1;3;1;140840630;14084030;1;1
7674083;26381;1;1;1;0;1;3;3;140840630;14084030;3;1
7671396;26372;1;1;1;0;1;3;1;140840630;14084030;1;1
7671863;26373;1;1;1;0;1;3;1;140840630;14084030;1;1
7667468;26359;1;1;1;0;1;3;3;140840651;14084090;2;1
7669112;26365;1;1;1;0;1;3;1;140840630;14084030;1;1
7668066;26361;1;1;1;0;1;3;2;140840630;14084030;2;1
7668987;26364;1;1;1;0;1;3;1;140840630;14084030;3;1
7663869;26325;1;1;1;0;1;2;1;140840616;14084010;1;1
7669091;26365;1;1;1;0;1;3;1;140840630;14084030;1;1
7670142;26368;1;1;1;0;1;3;2;140840630;14084030;2;1
7674192;26381;1;1;1;0;1;3;1;140840630;14084030;1;1
7667533;26359;1;1;1;0;1;3;2;140840651;14084090;3;1
7675134;26384;1;1;1;0;1;3;1;140840630;14084030;1;1
7674849;26383;1;1;1;0;1;3;1;140840630;14084030;1;1
7671010;26371;1;1;1;0;1;3;1;140840630;14084030;1;1
7665418;26347;1;1;1;0;3;3;1;140840000;14084000;1;1
7667928;26360;1;1;1;0;1;1;1;140840651;14084090;1;1
7668120;26361;1;1;1;0;1;3;2;140840630;14084030;3;1
7671378;26372;1;1;1;0;1;3;2;140840630;14084030;2;1
7674736;26382;1;1;1;0;1;3;2;140840630;14084030;2;1
7662110;26320;1;1;1;0;1;2;1;140840616;14084010;1;1
7672233;26374;1;1;1;0;1;3;2;140840630;14084030;3;1
7674718;26382;1;1;1;0;1;3;2;140840630;14084030;2;1
7664048;26329;1;1;1;0;3;3;1;140840000;14084000;1;1
7665925;26349;1;1;1;0;2;3;2;140840623;14084020;3;1
7673279;26377;1;1;1;0;1;3;1;140840630;14084030;1;1
7663232;26323;1;1;1;0;1;3;2;140840616;14084010;3;1
7670467;26369;1;1;1;0;1;3;1;140840630;14084030;1;1
7667233;26358;1;1;1;0;1;1;1;140840651;14084090;1;1
7670921;26371;1;1;1;0;1;3;1;140840630;14084030;1;1
7670191;26368;1;1;1;0;1;3;2;140840630;14084030;3;1
7664651;26335;1;1;1;0;2;3;1;140840637;14084050;1;1
7670130;26368;1;1;1;0;1;3;1;140840630;14084030;1;1
7663023;26323;1;1;1;0;1;2;1;140840616;14084010;1;1
7661844;26320;1;1;1;0;1;2;2;140840616;14084010;2;1
7670748;26370;1;4;1;0;1;3;2;140840630;14084030;2;1
7665657;26348;1;1;1;0;2;2;1;140840623;14084020;1;2
7668433;26362;1;1;1;0;1;3;1;140840630;14084030;1;1
7667903;26360;1;1;1;0;1;1;2;140840651;14084090;3;1
7673918;26380;1;1;1;0;1;3;2;140840630;14084030;2;1
7670286;26368;1;1;1;0;1;3;1;140840630;14084030;3;1
7666390;26352;1;1;1;0;3;3;3;140840000;14084000;2;1
7669982;26368;1;1;1;0;1;3;1;140840630;14084030;1;1
7667328;26359;1;1;1;0;1;1;1;140840651;14084090;1;1
7672151;26374;1;1;1;0;1;3;1;140840630;14084030;1;1
7673143;26377;1;1;1;0;1;3;2;140840630;14084030;2;1
7670782;26370;1;1;1;0;1;3;1;140840630;14084030;1;1
7672345;26375;1;1;1;0;1;3;1;140840630;14084030;1;1
7664927;26337;1;1;1;0;3;3;1;140840000;14084000;1;1
7662185;26320;1;1;1;0;1;2;1;140840616;14084010;1;1
7669169;26365;1;1;1;0;1;3;1;140840630;14084030;1;1
7673274;26377;1;1;1;0;1;3;2;140840630;14084030;2;1
7668051;26361;1;1;1;0;1;1;3;140840630;14084030;3;1
7669795;26367;1;1;1;0;1;3;2;140840630;14084030;2;1
7667886;26360;1;1;1;0;1;3;3;140840651;14084090;3;1
7663956;26327;1;3;1;0;3;3;3;140840000;14084000;3;1
7669109;26365;1;1;1;0;1;3;1;140840630;14084030;1;1
7674383;26381;1;1;1;0;1;3;1;140840630;14084030;1;1
7665719;26349;1;1;1;0;2;2;1;140840623;14084020;1;1
7668289;26362;1;1;1;0;1;3;2;140840630;14084030;3;1
7671612;26372;1;1;1;0;1;3;2;140840630;14084030;2;1
7669423;26366;1;1;1;0;1;3;2;140840630;14084030;3;1
7669977;26368;1;1;1;0;1;3;2;140840630;14084030;2;1
7675456;26385;1;1;1;0;1;3;2;140840630;14084030;2;1
7665216;26343;1;1;1;0;3;3;1;140840000;14084000;1;1
7675145;26384;1;1;1;0;1;3;1;140840630;14084030;1;1
7671955;26374;1;1;1;0;1;3;1;140840630;14084030;1;1
7662944;26322;1;1;1;0;1;2;1;140840616;14084010;1;1
7663335;26324;1;1;1;0;1;2;1;140840616;14084010;3;1
7674161;26381;1;1;1;0;1;3;1;140840630;14084030;1;1
7664671;26335;1;1;1;0;2;3;2;140840637;14084050;2;1
7668891;26364;1;1;1;0;1;3;1;140840630;14084030;1;1
7672714;26376;1;1;1;0;1;3;1;140840630;14084030;1;1
7669373;26366;1;1;1;0;1;3;1;140840630;14084030;1;1
7667004;26357;1;4;1;0;1;2;1;140840651;14084090;1;1
7675911;26387;1;1;1;0;1;3;2;140840630;14084030;2;1
7670964;26371;1;1;1;0;1;3;1;140840630;14084030;1;1
7674417;26382;1;1;1;0;1;3;2;140840630;14084030;2;1
7667881;26360;1;1;1;0;1;1;2;140840651;14084090;2;1
7673449;26378;1;1;1;0;1;3;2;140840630;14084030;2;1
7665750;26349;1;1;1;0;2;2;2;140840623;14084020;2;1
7663903;26325;1;1;1;0;1;3;2;140840616;14084010;2;1
7665528;26348;1;1;1;0;2;2;2;140840623;14084020;2;1
7668799;26364;1;1;1;0;1;3;3;140840630;14084030;3;1
7673734;26379;1;1;1;0;1;3;2;140840630;14084030;3;1
7667234;26358;1;1;1;0;1;3;1;140840651;14084090;1;1
7672610;26375;1;1;1;0;1;3;1;140840630;14084030;1;1
7669118;26365;1;1;1;0;1;3;2;140840630;14084030;2;1
7669601;26366;1;1;1;0;1;3;2;140840630;14084030;2;1
7678641;26398;1;1;1;0;1;1;1;140910672;14091040;1;1
7748683;26654;1;1;1;0;1;3;2;140912476;14091050;2;1
7676979;26392;1;1;1;0;1;1;1;140910672;14091040;1;1
7709196;26512;1;1;1;0;1;3;2;140910728;14091230;2;1
7706950;26506;1;1;1;0;1;2;1;140910728;14091230;1;1
7680085;26403;1;1;1;0;1;1;1;140910672;14091040;1;1
7690737;26446;1;1;1;0;1;1;1;140910700;14091120;1;1
7681656;26415;1;1;1;0;1;3;3;140910714;14091190;3;1
7738077;26597;1;1;1;0;1;2;2;140910742;14091250;3;1
7716471;26533;1;1;1;0;1;2;2;140910742;14091250;2;1
7733052;26582;1;2;1;0;1;3;3;140910742;14091250;2;2
7734595;26586;1;1;1;0;1;2;1;140910742;14091250;1;1
7698182;26477;1;1;1;0;1;2;3;140910721;14091210;2;1
7703686;26494;1;1;1;0;1;3;4;140910679;14091070;3;1
7680564;26405;1;4;1;0;1;1;1;140910672;14091040;1;1
7743708;26629;1;1;1;0;1;3;3;140910693;14091110;3;1
7743619;26628;1;1;1;0;1;2;1;140910693;14091110;1;1
7746951;26641;1;1;1;0;1;1;1;140910686;14091100;1;1
7704151;26495;1;1;1;0;1;2;1;140910679;14091070;1;1
7728804;26568;1;1;1;0;1;2;1;140910742;14091250;1;1
7707850;26509;1;1;1;0;1;2;1;140910728;14091230;1;1
7707567;26508;1;1;1;0;1;3;1;140910728;14091230;1;1
7756877;26692;1;1;1;0;2;3;2;140912539;14091280;2;1
7690449;26446;1;4;1;0;1;1;1;140910700;14091120;1;1
7743197;26627;1;1;1;0;1;3;1;140910693;14091110;3;1
7700483;26485;1;1;1;0;1;2;2;140910679;14091070;2;1
7746688;26640;1;1;1;0;1;2;1;140910686;14091100;1;1
7710548;26516;1;1;1;0;1;2;1;140910742;14091250;1;1
7703355;26493;1;1;1;0;1;2;1;140910679;14091070;1;1
7691721;26451;1;1;1;0;1;3;2;140910735;14091240;3;1
7716823;26534;1;1;1;0;1;1;2;140910742;14091250;2;1
7750160;26664;1;1;1;0;1;2;1;140910665;14091020;1;1
7688795;26440;1;1;1;0;1;1;2;140910700;14091120;2;1
7682075;26416;1;1;1;0;1;2;1;140910707;14091140;1;1
7708550;26511;1;1;1;0;1;2;1;140910728;14091230;1;1
7711935;26519;1;1;1;0;1;2;2;140910742;14091250;2;2
7738194;26597;1;1;1;0;1;3;3;140910742;14091250;2;1
7731804;26578;1;1;1;0;1;1;1;140910742;14091250;1;1
7711168;26517;1;1;1;0;1;3;1;140910742;14091250;1;1
7718138;26537;1;1;1;0;1;2;2;140910742;14091250;2;1
7682722;26421;1;1;1;0;1;2;1;140910749;14091270;1;1
7688685;26440;1;4;1;0;1;1;1;140910700;14091120;1;1
7724256;26555;1;1;1;0;1;3;1;140910742;14091250;1;1
7733287;26582;1;1;1;0;1;2;2;140910742;14091250;2;1
7684714;26427;1;1;1;0;1;1;1;140910749;14091270;1;1
7757216;26693;1;1;1;0;1;3;2;140912518;14091200;2;1
7741071;26615;1;1;1;0;1;2;1;140912511;14091180;1;1
7756200;26689;1;1;1;0;1;3;3;140912539;14091320;3;1
7678182;26396;1;1;1;0;1;1;1;140910672;14091040;1;1
7687539;26436;1;1;1;0;1;3;1;140910700;14091120;1;1
7693152;26455;1;1;1;0;1;2;1;140910735;14091240;1;1
7731915;26578;1;1;1;0;1;2;2;140910742;14091250;2;1
7695447;26468;1;1;1;0;1;3;2;140910721;14091210;2;1
7731832;26578;1;1;1;0;1;2;2;140910742;14091250;2;2
7716916;26534;1;1;1;0;1;3;2;140910742;14091250;2;1
7749983;26663;1;1;1;0;1;2;1;140910665;14091020;1;1
7746163;26638;1;1;1;0;1;2;1;140910686;14091100;1;1
7699811;26483;1;1;1;0;1;2;1;140910679;14091070;1;1
7700136;26484;1;1;1;0;1;2;2;140910679;14091070;2;1
7707427;26507;1;1;1;0;1;2;1;140910728;14091230;1;1
7736825;26593;1;4;1;0;1;2;2;140910742;14091250;2;1
7756193;26689;1;1;1;0;1;2;1;140912539;14091320;1;1
7697306;26474;1;1;1;0;1;2;1;140910721;14091210;1;1
7699478;26482;1;1;1;0;1;2;1;140910679;14091070;1;1
7733076;26582;1;1;1;0;1;3;3;140910742;14091250;3;1
7678156;26396;1;1;1;0;1;1;1;140910672;14091040;1;1
7712472;26521;1;1;1;0;1;2;1;140910742;14091250;1;1
7738173;26597;1;1;1;0;1;3;3;140910742;14091250;2;1
7719261;26540;1;1;1;0;1;2;2;140910742;14091250;2;1
7736698;26592;1;1;1;0;1;2;2;140910742;14091250;2;1
