"VIVIENDA_REF_ID";"RADIO_REF_ID";"TIPVV";"V01";"V02";"V00";"URP";"INCALSERV";"INMAT";"MUNI";"LOCAL";"INCALCONS";"TOTHOG"
10697;47;1;4;1;0;1;1;1;20010001;2001010;1;1
63106;144;1;4;1;0;1;1;1;20010001;2001010;1;1
110073;262;1;4;1;0;1;1;1;20010001;2001010;1;1
127994;319;1;4;1;0;1;1;1;20010001;2001010;1;1
42241;106;1;1;1;0;1;1;2;20010001;2001010;2;1
7014;41;1;1;1;0;1;1;2;20010001;2001010;2;1
121893;300;1;4;1;0;1;1;1;20010001;2001010;1;1
52351;123;1;4;1;0;1;1;1;20010001;2001010;1;1
222077;496;1;4;1;0;1;1;1;20020001;2002010;1;1
184640;430;1;4;1;0;1;1;1;20020001;2002010;1;1
192885;443;1;4;1;0;1;1;1;20020001;2002010;1;1
157962;389;1;4;1;0;1;1;1;20020001;2002010;1;1
155855;386;1;4;1;0;1;1;1;20020001;2002010;1;1
134800;340;1;4;1;0;1;1;1;20020001;2002010;1;1
183738;428;1;4;1;0;1;1;1;20020001;2002010;1;1
217255;488;1;4;1;0;1;1;1;20020001;2002010;1;1
135470;341;1;4;1;0;1;1;1;20020001;2002010;1;1
224301;500;1;4;1;0;1;1;1;20020001;2002010;1;1
140796;355;1;4;1;0;1;1;4;20020001;2002010;3;1
138535;349;1;4;1;0;1;1;1;20020001;2002010;1;1
189612;439;1;4;1;0;1;1;1;20020001;2002010;1;1
154602;383;1;4;1;0;1;1;1;20020001;2002010;1;1
237606;524;1;4;1;0;1;1;1;20020001;2002010;1;1
165406;400;1;4;1;0;1;1;1;20020001;2002010;1;1
215384;484;1;4;1;0;1;1;2;20020001;2002010;2;2
193852;445;1;4;1;0;1;1;1;20020001;2002010;1;1
230651;512;1;4;1;0;1;1;1;20020001;2002010;1;1
187025;435;1;4;1;0;1;1;1;20020001;2002010;1;1
147018;368;1;4;1;0;1;1;1;20020001;2002010;1;1
191668;442;1;4;1;0;1;1;2;20020001;2002010;2;1
180895;424;1;4;1;0;1;1;1;20020001;2002010;1;1
170933;409;1;4;1;0;1;1;1;20020001;2002010;1;1
179233;422;1;4;1;0;1;1;1;20020001;2002010;1;1
223596;499;1;4;1;0;1;1;1;20020001;2002010;1;1
203951;463;1;4;1;0;1;1;1;20020001;2002010;1;1
174197;414;1;4;1;0;1;1;1;20020001;2002010;1;1
190536;440;1;4;1;0;1;1;1;20020001;2002010;1;1
138530;349;1;4;1;0;1;1;1;20020001;2002010;1;1
139001;351;1;4;1;0;1;1;1;20020001;2002010;1;1
211681;477;1;4;1;0;1;1;1;20020001;2002010;1;1
232940;515;1;4;1;0;1;1;1;20020001;2002010;1;1
134590;340;1;4;1;0;1;1;1;20020001;2002010;1;1
209006;472;1;4;1;0;1;1;1;20020001;2002010;1;1
134849;341;1;4;1;0;1;1;1;20020001;2002010;1;2
141632;357;1;4;1;0;1;1;1;20020001;2002010;1;1
134027;339;1;4;1;0;1;1;1;20020001;2002010;1;1
141292;356;1;4;1;0;1;1;1;20020001;2002010;1;1
156641;387;1;4;1;0;1;1;1;20020001;2002010;1;1
141350;356;1;4;1;0;1;1;1;20020001;2002010;1;1
219094;491;1;4;1;0;1;1;1;20020001;2002010;1;1
206753;467;1;4;1;0;1;1;1;20020001;2002010;1;1
189514;439;1;4;1;0;1;1;1;20020001;2002010;1;2
151154;377;1;4;1;0;1;1;1;20020001;2002010;1;1
139631;353;1;4;1;0;1;1;1;20020001;2002010;1;1
205994;466;1;4;1;0;1;1;1;20020001;2002010;1;1
212034;478;1;4;1;0;1;1;1;20020001;2002010;1;1
202724;462;1;4;1;0;1;1;1;20020001;2002010;1;1
172287;412;1;4;1;0;1;1;1;20020001;2002010;1;1
230912;512;1;4;1;0;1;1;1;20020001;2002010;1;1
152496;379;1;4;1;0;1;1;1;20020001;2002010;1;1
222472;497;1;4;1;0;1;1;1;20020001;2002010;1;1
216286;485;1;4;1;0;1;1;1;20020001;2002010;1;1
202962;462;1;4;1;0;1;1;1;20020001;2002010;1;1
214110;482;1;4;1;0;1;1;1;20020001;2002010;1;2
200582;458;1;4;1;0;1;1;1;20020001;2002010;1;1
138827;351;1;4;1;0;1;1;1;20020001;2002010;1;1
186305;433;1;4;1;0;1;1;1;20020001;2002010;1;1
151187;377;1;4;1;0;1;1;1;20020001;2002010;1;1
156782;388;1;4;1;0;1;1;1;20020001;2002010;1;1
176483;418;1;4;1;0;1;1;1;20020001;2002010;1;1
222875;498;1;4;1;0;1;1;1;20020001;2002010;1;1
211953;477;1;4;1;0;1;1;1;20020001;2002010;1;1
189373;438;1;4;1;0;1;1;1;20020001;2002010;1;2
177161;420;1;4;1;0;1;1;1;20020001;2002010;1;1
172677;412;1;4;1;0;1;1;1;20020001;2002010;1;1
135178;341;1;4;1;0;1;1;1;20020001;2002010;1;1
138155;348;1;4;1;0;1;1;1;20020001;2002010;1;1
174258;414;1;4;1;0;1;1;1;20020001;2002010;1;1
157940;389;1;4;1;0;1;1;1;20020001;2002010;1;1
237471;524;1;1;1;0;1;1;1;20020001;2002010;1;1
159924;392;1;4;1;0;1;1;1;20020001;2002010;1;1
194326;446;1;4;1;0;1;1;1;20020001;2002010;1;1
228399;507;1;4;1;0;1;1;1;20020001;2002010;1;1
189009;438;1;4;1;0;1;1;1;20020001;2002010;1;1
152874;379;1;4;1;0;1;1;1;20020001;2002010;1;1
180613;424;1;4;1;0;1;1;1;20020001;2002010;1;1
218985;491;1;4;1;0;1;1;1;20020001;2002010;1;1
140194;354;1;4;1;0;1;1;1;20020001;2002010;1;1
184432;429;1;4;1;0;1;1;1;20020001;2002010;1;1
201853;460;1;4;1;0;1;1;1;20020001;2002010;1;1
149093;372;1;4;1;0;1;1;2;20020001;2002010;2;1
142310;357;1;4;1;0;1;1;1;20020001;2002010;1;2
189966;439;1;4;1;0;1;1;1;20020001;2002010;1;1
163870;398;1;4;1;0;1;1;1;20020001;2002010;1;1
182181;426;1;4;1;0;1;1;1;20020001;2002010;1;1
216725;487;1;4;1;0;1;1;1;20020001;2002010;1;1
182857;427;1;4;1;0;1;1;1;20020001;2002010;1;1
209385;473;1;6;1;0;1;1;1;20020001;2002010;3;1
143225;360;1;4;1;0;1;1;1;20020001;2002010;1;1
174868;415;1;4;1;0;1;1;2;20020001;2002010;2;1
135072;341;1;4;1;0;1;1;1;20020001;2002010;1;1
200560;458;1;4;1;0;1;1;1;20020001;2002010;1;1
185029;430;1;4;1;0;1;1;1;20020001;2002010;1;1
